,name,pp,prediction,diff,sus
15,/76561199003586234,12221.500000,12640.358398,418.858398,0
658,/76561198401009769,1323.690000,1741.798462,418.108462,0
560,/76561199022068203,1804.060000,2216.352295,412.292295,0
498,/76561198015520457,2162.290000,2572.940918,410.650918,0
235,/76561198077901575,4659.140000,5067.972656,408.832656,0
756,/76561198067593256,1029.630000,1437.997681,408.367681,0
501,/76561198042097985,2151.160000,2554.968506,403.808506,0
381,/76561198024107851,2919.650000,3317.285156,397.635156,0
563,/76561198446679560,1787.360000,2183.028809,395.668809,0
957,/76561198044800995,669.148000,1062.720215,393.572215,0
751,/76561198862155649,1037.200000,1426.468018,389.268018,0
510,/76561198801439607,2090.090000,2478.462891,388.372891,0
282,/76561198152701109,4056.660000,4443.650879,386.990879,0
656,/76561198065619349,1326.110000,1708.818481,382.708481,0
474,/76561198130955617,2328.420000,2706.827637,378.407637,0
766,/76561198810079423,1014.460000,1386.815186,372.355186,0
960,/76561198122280643,668.567000,1037.054688,368.487687,0
686,/76561198228568156,1227.260000,1592.068481,364.808481,0
632,/76561198161858746,1427.490000,1786.882446,359.392446,0
378,/76561198173025619,2931.340000,3289.827881,358.487881,0
717,/76561198208100252,1128.200000,1486.529663,358.329663,0
569,/4749777215110931,1773.600000,2124.207520,350.607520,0
361,/76561198435117379,3082.790000,3433.319092,350.529092,0
993,/76561198125770002,622.460000,972.573364,350.113364,0
347,/76561198141583722,3275.270000,3619.284668,344.014668,0
994,/76561198029268256,621.015000,964.954529,343.939529,0
941,/76561198046497265,692.489000,1036.147217,343.658217,0
962,/76561198080200358,665.973000,1006.736084,340.763084,0
445,/76561198175440262,2493.430000,2832.414551,338.984551,0
997,/76561198416615756,619.008000,957.511353,338.503353,0
995,/76561198258402492,620.971000,959.177429,338.206429,0
998,/76561198173826113,618.000000,956.092285,338.092285,0
989,/76561198087893144,630.700000,967.206909,336.506909,0
232,/76561198090683765,4695.840000,5031.739746,335.899746,0
992,/76561198372308908,623.806000,959.087891,335.281891,0
570,/76561197996959219,1770.160000,2103.521240,333.361240,0
985,/76561198081171365,634.899000,966.184998,331.285998,0
925,/76561198088352278,716.393000,1044.974487,328.581487,0
999,/76561198206162921,617.394000,944.048950,326.654950,0
991,/76561198983279137,624.475000,950.482910,326.007910,0
603,/76561197989651867,1559.880000,1884.810425,324.930425,0
990,/76561198135676953,625.292000,946.683960,321.391960,0
986,/76561198149414415,634.538000,954.985474,320.447474,0
996,/76561198132666711,620.197000,939.702393,319.505393,0
520,/76561198207111419,1995.930000,2314.970215,319.040215,0
444,/76561198393293032,2497.400000,2814.394043,316.994043,0
981,/76561198214031007,640.043000,956.631592,316.588592,0
988,/76561198426861071,631.074000,947.320984,316.246984,0
319,/76561198300362952,3631.450000,3946.925049,315.475049,0
978,/76561198074487588,645.459000,960.771790,315.312790,0
229,/76561199049246120,4725.260000,5040.158203,314.898203,0
967,/76561198094422903,654.928000,967.947327,313.019327,0
974,/76561198295987521,648.279000,961.220093,312.941093,0
972,/76561198058717653,652.055000,964.954529,312.899529,0
975,/76561198087256398,647.594000,960.319336,312.725336,0
973,/76561199024659550,652.046000,964.494507,312.448507,0
976,/76561198370546962,647.343000,955.875183,308.532183,0
966,/76561198016335164,658.651000,966.828796,308.177796,0
987,/76561198234329088,633.498000,941.452209,307.954209,0
983,/7529938910365668,636.345000,943.868286,307.523286,0
836,/76561198236953186,879.278000,1186.425903,307.147903,0
644,/76561198124813443,1375.220000,1682.197388,306.977388,0
984,/76561198982187136,635.437000,942.241882,306.804882,0
678,/76561198874180901,1242.700000,1547.864868,305.164868,0
583,/76561197974381581,1678.090000,1981.819946,303.729946,0
982,/76561199083448786,639.253000,938.192383,298.939383,0
398,/76561198805308792,2796.450000,3094.907227,298.457227,0
624,/76561198030518760,1483.040000,1779.225708,296.185708,0
655,/76561198005945967,1332.280000,1627.483032,295.203032,0
971,/76561198003160816,652.503000,945.224548,292.721548,0
455,/76561198097907757,2459.040000,2750.566162,291.526162,0
964,/76561198120743970,663.899000,954.913452,291.014452,0
225,/76561198238647764,4776.400000,5067.254395,290.854395,0
979,/76561198315061027,643.470000,933.922974,290.452974,0
961,/76561197997999159,666.034000,955.994629,289.960629,0
292,/76561198419137406,3957.460000,4245.555664,288.095664,0
592,/76561198178538986,1635.520000,1923.284058,287.764058,0
403,/76561198276445185,2783.040000,3070.761719,287.721719,0
970,/76561198214252387,652.545000,938.875122,286.330122,0
670,/76561198174938910,1291.200000,1577.265015,286.065015,0
275,/76561198073109209,4128.780000,4410.732422,281.952422,0
955,/76561198165058069,670.217000,949.558716,279.341716,0
259,/76561198121089562,4352.100000,4630.917480,278.817480,0
433,/76561198306198584,2546.600000,2825.156982,278.556982,0
977,/76561198006847388,646.081000,923.612427,277.531427,0
944,/76561198066085385,688.477000,965.975220,277.498220,0
875,/76561198246123498,790.030000,1067.507812,277.477813,0
980,/76561198034687227,641.891000,918.797668,276.906668,0
968,/76561198129338547,654.269000,931.147766,276.878766,0
783,/76561198086186242,988.013000,1264.446533,276.433533,0
959,/76561198079103738,668.623000,944.661438,276.038438,0
268,/76561198240141540,4207.740000,4482.123535,274.383535,0
736,/76561198946619076,1072.060000,1345.860229,273.800229,0
954,/76561198044248939,675.067000,948.753052,273.686052,0
858,/76561198038929861,824.544000,1097.222168,272.678168,0
921,/76561198123253947,725.019000,997.599915,272.580915,0
915,/76561198086043565,733.101000,1005.564026,272.463026,0
320,/76561199223909094,3623.150000,3895.416748,272.266748,0
965,/76561198101047179,660.690000,932.879089,272.189089,0
948,/76561198193631399,684.730000,955.433594,270.703594,0
933,/76561198052216900,697.098000,967.614014,270.516014,0
963,/76561198044158361,665.207000,935.356873,270.149873,0
969,/76561198092303898,652.569000,922.259644,269.690644,0
953,/76561197989514621,675.954000,944.569031,268.615031,0
945,/76561198067036210,687.373000,955.755493,268.382493,0
952,/76561198061420848,676.335000,944.246094,267.911094,0
946,/76561198001842888,687.235000,954.156982,266.921982,0
553,/76561198193694914,1827.720000,2094.504150,266.784150,0
935,/76561198170800043,696.583000,963.335693,266.752693,0
348,/76561198019413112,3269.660000,3534.633057,264.973057,0
914,/76561198120528843,733.627000,998.583557,264.956557,0
113,/76561199209813951,7028.660000,7293.037598,264.377598,0
951,/76561198009271819,679.929000,943.962158,264.033158,0
956,/76561198048905123,669.262000,932.697388,263.435388,0
812,/76561198044380893,931.011000,1192.830811,261.819811,0
884,/76561199115264001,782.749000,1044.179810,261.430810,0
934,/76561197989914461,697.040000,954.874939,257.834939,0
936,/76561198078351546,695.920000,952.376099,256.456099,0
942,/76561198096650388,692.089000,946.705322,254.616322,0
958,/76561198153141151,669.108000,922.965820,253.857820,0
947,/76561198301149229,687.128000,940.596130,253.468130,0
782,/76561198052205678,990.077000,1243.103516,253.026516,0
950,/76561198360123848,681.579000,934.411560,252.832560,0
943,/76561198047541359,689.998000,942.461304,252.463304,0
938,/76561198140389537,695.411000,947.475708,252.064708,0
940,/76561198247673726,693.711000,944.764954,251.053954,0
757,/76561198063553130,1025.870000,1276.841309,250.971309,0
850,/76561198815891795,837.157000,1087.902710,250.745710,0
922,/76561198170618102,721.784000,972.183716,250.399716,0
733,/76561198994086230,1078.240000,1328.258667,250.018667,0
899,/76561198159915084,757.844000,1007.700378,249.856378,0
883,/76561198327550200,783.461000,1031.931274,248.470274,0
929,/76561198965977634,709.206000,957.062073,247.856073,0
926,/76561198202645394,716.308000,962.228882,245.920882,0
827,/76561198232270900,898.796000,1144.509033,245.713033,0
924,/76561198030782193,719.223000,961.643433,242.420433,0
466,/76561198384771955,2378.120000,2618.554932,240.434932,0
853,/76561198284922919,834.514000,1074.583862,240.069862,0
939,/76561198068647890,694.323000,933.082886,238.759886,0
302,/76561198212291445,3835.960000,4073.434814,237.474814,0
502,/76561198078396603,2143.440000,2379.681641,236.241641,0
405,/76561198802360068,2778.540000,3013.608398,235.068398,0
869,/76561198345398478,799.710000,1034.404785,234.694785,0
64,/76561198165803617,8859.330000,9093.123047,233.793047,0
845,/76561198841988659,853.859000,1087.044922,233.185922,0
769,/76561198215260835,1011.290000,1243.425415,232.135415,0
917,/76561198077298360,729.037000,960.887817,231.850817,0
874,/76561198164428939,791.568000,1022.083740,230.515740,0
916,/76561198249794574,732.476000,961.740601,229.264601,0
577,/76561198198303578,1716.940000,1945.523071,228.583071,0
913,/76561198140774413,736.387000,964.933777,228.546777,0
919,/76561197997077761,726.509000,953.836304,227.327304,0
531,/76561198060780101,1943.000000,2169.580566,226.580566,0
937,/76561198026311567,695.847000,921.684509,225.837509,0
677,/76561197960333947,1244.570000,1469.404053,224.834053,0
421,/76561198193734389,2631.020000,2855.067627,224.047627,0
930,/76561198007636038,709.194000,931.465576,222.271576,0
923,/76561198154521299,720.066000,940.166382,220.100382,0
862,/76561198066987600,813.791000,1033.033447,219.242447,0
385,/76561198024494988,2882.850000,3101.809326,218.959326,0
241,/76561198076024859,4570.710000,4789.559570,218.849570,0
906,/76561198143705983,749.543000,968.335693,218.792693,0
62,/76561198425664105,9085.900000,9304.634766,218.734766,0
802,/76561198275707395,951.501000,1169.591064,218.090064,0
523,/76561198814267359,1986.330000,2204.369873,218.039873,0
270,/76561198137085904,4196.150000,4411.163574,215.013574,0
949,/76561198213173580,682.121000,897.118286,214.997286,0
927,/76561198063031635,714.674000,929.399658,214.725658,0
291,/76561198245379762,3963.790000,4177.392090,213.602090,0
909,/76561198323054428,740.662000,951.383545,210.721545,0
920,/2279554482159094,725.532000,936.050415,210.518415,0
911,/76561198354041930,739.940000,949.982971,210.042971,0
264,/76561198242227430,4292.750000,4502.458008,209.708008,0
752,/76561198135482121,1032.290000,1240.930786,208.640786,0
780,/76561198869324241,995.514000,1202.302246,206.788246,0
763,/76561198297582832,1019.700000,1226.395508,206.695508,0
21,/76561198174372261,11701.200000,11907.805664,206.605664,0
202,/76561198329295979,5145.150000,5351.661133,206.511133,0
891,/76561198780098068,771.991000,977.776672,205.785672,0
918,/3642635919188779,728.054000,933.487061,205.433061,0
537,/76561198932068852,1924.510000,2129.539551,205.029551,0
932,/76561198426475421,700.665000,904.371460,203.706460,0
468,/76561198038697150,2371.600000,2575.105225,203.505225,0
928,/76561198019596920,714.544000,917.335876,202.791876,0
13,/76561198948590641,12747.200000,12949.768555,202.568555,0
753,/76561197961557392,1031.940000,1233.934570,201.994570,0
693,/76561198089032755,1215.210000,1417.186279,201.976279,0
894,/1737661829647195,764.019000,965.751953,201.732953,0
584,/76561198084364379,1677.800000,1879.348633,201.548633,0
910,/4674985235924603,740.633000,941.503113,200.870113,0
889,/76561198110344889,778.145000,976.817261,198.672261,0
861,/76561198067250219,820.940000,1019.160583,198.220583,0
604,/76561198187026647,1557.470000,1755.596191,198.126191,0
898,/76561198883929654,758.130000,955.749084,197.619084,0
854,/76561198080866560,833.883000,1031.133667,197.250667,0
593,/76561198130678428,1626.990000,1823.589722,196.599722,0
885,/76561198048089387,781.630000,978.184021,196.554021,0
900,/76561198058615242,757.653000,953.983154,196.330154,0
886,/76561198071014563,780.231000,975.961304,195.730304,0
896,/76561198116599792,759.967000,955.362122,195.395122,0
905,/76561198115680595,752.496000,947.403137,194.907137,0
77,/76561198344866522,8338.090000,8532.665039,194.575039,0
908,/76561198243216138,742.281000,934.487122,192.206122,0
893,/76561197971857030,766.566000,958.408813,191.842813,0
674,/76561198022775643,1264.900000,1456.237793,191.337793,0
734,/76561198949944901,1076.900000,1268.163696,191.263696,0
422,/76561198127125697,2623.480000,2813.555664,190.075664,0
892,/76561198073535769,767.785000,954.731140,186.946140,0
931,/76561198235071328,707.385000,893.504150,186.119150,0
904,/76561198114720141,753.688000,939.610168,185.922168,0
890,/76561198147430156,772.076000,957.009399,184.933399,0
429,/76561198170291014,2566.060000,2749.691406,183.631406,0
556,/76561198152454368,1816.930000,2000.371582,183.441582,0
901,/76561198963858017,756.742000,939.468567,182.726567,0
870,/76561198013136834,798.455000,980.877563,182.422563,0
527,/76561198977840464,1972.270000,2153.955566,181.685566,0
163,/76561199119349164,5881.800000,6063.242676,181.442676,0
887,/76561198264217684,780.019000,960.890747,180.871747,0
868,/6860422037331459,799.778000,979.830566,180.052566,0
357,/76561198290155464,3135.610000,3311.740967,176.130967,0
902,/3659804020746479,756.286000,929.490845,173.204845,0
880,/76561198031675532,786.897000,959.533264,172.636264,0
895,/76561198133806127,763.678000,936.025513,172.347513,0
903,/76561197976818087,754.939000,926.097656,171.158656,0
839,/76561197999804870,872.813000,1043.379150,170.566150,0
912,/76561198102009531,737.167000,907.402893,170.235893,0
831,/76561198071344603,892.390000,1062.408691,170.018691,0
907,/76561198080591941,745.246000,914.836914,169.590914,0
508,/76561198164408550,2095.240000,2264.789795,169.549795,0
538,/76561198032922049,1913.660000,2082.150879,168.490879,0
863,/76561198015828999,808.303000,976.416443,168.113443,0
879,/76561198257866106,787.315000,953.382202,166.067202,0
882,/76561198284176556,784.319000,950.110657,165.791657,0
876,/2726137520781137,789.886000,955.339905,165.453905,0
731,/76561198118901235,1082.570000,1247.317261,164.747261,0
867,/76561198377128446,806.812000,970.911560,164.099560,0
872,/76561198173336593,794.910000,958.928833,164.018833,0
559,/76561199032808038,1804.140000,1968.146729,164.006729,0
849,/76561198146437310,837.706000,1001.534729,163.828729,0
84,/76561198153876438,8178.370000,8342.075195,163.705195,0
844,/76561198053202701,860.298000,1023.083435,162.785435,0
630,/76561198063123244,1434.770000,1595.945557,161.175557,0
897,/76561198041233866,758.396000,917.677551,159.281551,0
648,/76561198209556621,1366.840000,1525.903931,159.063931,0
167,/76561198243520964,5800.870000,5957.211426,156.341426,0
878,/76561198067518561,788.701000,944.860352,156.159352,0
676,/76561198129411434,1260.830000,1416.773682,155.943682,0
873,/1992725210767123,793.972000,949.838013,155.866013,0
732,/2513747495303623,1080.920000,1235.993164,155.073164,0
532,/76561198064696255,1939.480000,2092.800049,153.320049,0
888,/76561198399514278,778.758000,931.570923,152.812923,0
881,/76561197960295103,785.920000,935.298035,149.378035,0
265,/76561198354045179,4292.730000,4441.034668,148.304668,0
741,/76561198022377473,1060.130000,1207.967529,147.837529,0
830,/76561198166831210,895.318000,1041.604126,146.286126,0
788,/76561198006722222,980.927000,1126.635254,145.708254,0
865,/76561198272344038,807.302000,952.737427,145.435427,0
558,/76561198114230931,1809.270000,1954.218628,144.948628,0
612,/76561198044226847,1539.830000,1684.607544,144.777544,0
847,/76561198024613270,839.932000,984.361633,144.429633,0
209,/3540252842728710,5042.050000,5185.680176,143.630176,0
54,/76561198104429943,9295.570000,9437.001953,141.431953,0
877,/76561198129055479,789.332000,928.797424,139.465424,0
816,/76561198004969104,918.633000,1057.808472,139.175472,0
614,/76561198072617481,1536.070000,1672.749878,136.679878,0
817,/76561198424046705,917.554000,1050.935547,133.381547,0
637,/76561198872862901,1400.950000,1534.176025,133.226025,0
364,/76561198057634088,3054.710000,3187.476318,132.766318,0
860,/76561198117029635,821.334000,951.258484,129.924484,0
628,/76561198142527219,1450.700000,1579.627319,128.927319,0
742,/76561197998670742,1059.530000,1186.951050,127.421050,0
834,/76561198073088671,887.929000,1014.726135,126.797135,0
857,/76561198087769423,826.230000,952.777954,126.547954,0
627,/76561198265260827,1451.800000,1578.095215,126.295215,0
805,/76561198012757492,949.051000,1075.312256,126.261256,0
851,/76561198170269107,836.375000,962.158508,125.783508,0
864,/1831572083618800,807.683000,932.245483,124.562483,0
366,/76561198072144724,3040.610000,3165.128418,124.518418,0
274,/76561198165681657,4141.550000,4264.772461,123.222461,0
840,/76561198045328915,870.941000,993.656250,122.715250,0
842,/76561198096054317,869.235000,990.743286,121.508286,0
273,/76561198017249780,4158.330000,4279.589844,121.259844,0
838,/76561198069703067,876.298000,994.193359,117.895359,0
250,/76561198871854437,4488.030000,4605.535645,117.505645,0
11,/76561198222784832,12971.300000,13088.769531,117.469531,0
846,/76561198193351757,851.070000,968.072815,117.002815,0
856,/76561197996853598,826.825000,943.603210,116.778210,0
582,/76561198316499349,1680.140000,1796.640869,116.500869,0
866,/76561198148235649,806.964000,922.509583,115.545583,0
859,/76561198321797380,822.549000,937.951050,115.402050,0
479,/76561198823528088,2277.170000,2392.291016,115.121016,0
871,/76561198913752472,797.643000,911.661438,114.018438,0
26,/76561198265095593,11156.400000,11269.366211,112.966211,0
682,/76561198799888457,1236.870000,1348.016602,111.146602,0
803,/76561198381403121,951.127000,1062.067017,110.940017,0
808,/76561198029817632,937.061000,1045.603882,108.542882,0
738,/76561198098857174,1069.920000,1178.340576,108.420576,0
793,/4102273693146133,964.680000,1072.098267,107.418267,0
31,/76561198348905728,10725.500000,10832.222656,106.722656,0
315,/76561198105543507,3701.700000,3808.355469,106.655469,0
587,/76561198965550507,1662.220000,1768.505737,106.285737,0
807,/76561198016367041,941.012000,1045.991089,104.979089,0
796,/76561198238984788,960.520000,1065.422974,104.902974,0
820,/76561198282675031,909.161000,1013.409607,104.248607,0
832,/76561197970585334,888.948000,991.435852,102.487852,0
781,/76561198302703294,994.788000,1096.755249,101.967249,0
561,/76561198336336644,1797.470000,1899.409546,101.939546,0
396,/76561198250806092,2809.500000,2911.243652,101.743652,0
73,/76561198183841222,8538.610000,8639.762695,101.152695,0
524,/76561198051412966,1983.770000,2084.819336,101.049336,0
748,/76561198286414327,1047.280000,1145.168579,97.888579,0
123,/76561198849281643,6815.760000,6912.744141,96.984141,0
855,/76561198120892011,828.959000,924.107788,95.148788,0
762,/76561198040519879,1020.860000,1114.782349,93.922349,0
848,/76561198000688989,839.716000,930.573059,90.857059,0
852,/76561198075503967,836.147000,925.977844,89.830844,0
10,/76561198326089365,13007.300000,13096.882812,89.582813,0
595,/76561198131149557,1618.900000,1707.716553,88.816553,0
711,/76561198041374163,1151.710000,1237.542725,85.832725,0
196,/76561198339241844,5237.030000,5322.439941,85.409941,0
362,/76561198292677160,3073.770000,3158.182861,84.412861,0
835,/3308691089168874,879.432000,962.123291,82.691291,0
809,/76561198263327013,935.576000,1018.185120,82.609120,0
140,/3061758750594761,6361.080000,6443.664551,82.584551,0
811,/76561198015097597,931.016000,1011.959473,80.943473,0
822,/76561198007391810,903.888000,983.615845,79.727845,0
407,/76561198059523582,2738.860000,2818.332031,79.472031,0
710,/76561198331441917,1164.730000,1242.991455,78.261455,0
596,/1649744531746800,1596.380000,1670.841431,74.461431,0
238,/76561198971769760,4618.090000,4691.519043,73.429043,0
744,/76561198090829066,1053.460000,1126.655029,73.195029,0
709,/76561198351775322,1165.580000,1237.488403,71.908403,0
307,/76561198012254777,3788.250000,3859.578125,71.328125,0
775,/76561197960546145,1005.800000,1076.146240,70.346240,0
798,/76561198451522634,954.833000,1025.138794,70.305794,0
828,/76561198079422968,896.906000,967.078735,70.172735,0
833,/76561198097832568,887.976000,958.073792,70.097792,0
46,/76561198237417850,9815.160000,9884.715820,69.555820,0
776,/76561198111757581,1005.700000,1074.275024,68.575024,0
821,/76561198010195702,904.173000,972.725952,68.552952,0
823,/76561198437489137,903.153000,971.102173,67.949173,0
826,/76561198071075497,899.770000,967.481934,67.711934,0
679,/76561198378498145,1242.490000,1309.575562,67.085562,0
843,/76561198272927884,866.984000,933.619019,66.635019,0
818,/76561198052525834,911.023000,976.112305,65.089305,0
35,/76561199163597093,10594.800000,10658.445312,63.645313,0
750,/76561197989455918,1042.780000,1106.363647,63.583647,0
772,/76561198065906584,1008.240000,1069.891968,61.651968,0
825,/76561197978697359,900.153000,961.588928,61.435928,0
450,/76561198312951941,2483.180000,2543.919678,60.739678,0
841,/76561198079905482,870.924000,930.269409,59.345409,0
441,/76561198303460466,2522.230000,2581.433594,59.203594,0
623,/76561198025506879,1483.080000,1542.112915,59.032915,0
390,/76561198116677322,2852.290000,2910.457520,58.167520,0
643,/76561198047599595,1379.920000,1436.986084,57.066084,0
146,/76561198066623349,6236.990000,6293.984375,56.994375,0
778,/76561198043170579,1000.960000,1057.220947,56.260947,0
143,/76561198039662292,6328.790000,6385.015625,56.225625,0
824,/76561198024111863,901.363000,956.170654,54.807654,0
773,/76561198043160407,1007.580000,1062.322998,54.742998,0
767,/76561198155530497,1012.820000,1066.577271,53.757271,0
815,/76561198090536817,921.242000,974.358765,53.116765,0
653,/76561198042492667,1339.510000,1391.896362,52.386362,0
819,/76561198082353395,910.271000,961.690002,51.419002,0
761,/76561198070629318,1020.980000,1072.178345,51.198345,0
226,/76561198078841273,4774.460000,4824.814453,50.354453,0
115,/76561198033380749,6986.370000,7036.629883,50.259883,0
760,/76561198255965161,1022.980000,1073.171021,50.191021,0
224,/76561198134262211,4789.770000,4839.951172,50.181172,0
829,/76561198042129373,896.128000,945.904297,49.776297,0
705,/76561198275271490,1178.500000,1228.124512,49.624512,0
137,/76561198316723940,6444.390000,6492.876953,48.486953,0
318,/76561198225355652,3638.270000,3685.361084,47.091084,0
258,/76561198092066087,4353.910000,4397.174316,43.264316,0
48,/76561198358881289,9710.900000,9754.026367,43.126367,0
755,/76561198003523275,1030.370000,1073.147339,42.777339,0
391,/76561198131106751,2842.350000,2884.587158,42.237158,0
0,/76561198180044686,14784.200000,14825.300781,41.100781,0
814,/76561198048928121,928.469000,969.382019,40.913019,0
575,/2746162515434295,1747.010000,1787.875488,40.865488,0
424,/76561198121823308,2615.460000,2654.624268,39.164268,0
779,/76561198052241234,997.636000,1034.160522,36.524522,0
801,/76561198149513844,952.393000,988.589539,36.196539,0
739,/76561198104758061,1069.260000,1105.109009,35.849009,0
729,/76561199201013883,1088.690000,1122.690796,34.000796,0
599,/76561198085737356,1588.230000,1622.218506,33.988506,0
245,/76561198377139847,4538.080000,4570.291016,32.211016,0
794,/76561198029896770,961.291000,993.043152,31.752152,0
590,/76561198121046108,1641.970000,1672.689087,30.719087,0
379,/76561198021223419,2925.720000,2956.324463,30.604463,0
837,/76561198337211984,877.757000,907.134277,29.377277,0
428,/76561198014407752,2567.880000,2596.728760,28.848760,0
92,/76561198085620564,7797.150000,7825.979980,28.829980,0
765,/76561198062266067,1014.530000,1042.946411,28.416411,0
800,/76561198127305207,952.934000,981.237061,28.303061,0
689,/76561198077956482,1223.230000,1251.105225,27.875225,0
813,/76561198061496421,930.404000,956.653015,26.249015,0
806,/76561197992500965,942.236000,968.260681,26.024681,0
640,/76561198259103465,1394.510000,1420.283447,25.773447,0
810,/76561198089282445,935.507000,959.216125,23.709125,0
423,/76561198015149319,2620.210000,2643.481689,23.271689,0
129,/3401329353315470,6608.920000,6631.860840,22.940840,0
777,/76561198258816318,1001.040000,1023.075562,22.035562,0
700,/76561198366877075,1197.720000,1218.626709,20.906709,0
581,/76561197998129696,1681.370000,1702.038330,20.668330,0
418,/76561198066592473,2663.160000,2683.098389,19.938389,0
691,/76561198229954488,1221.210000,1240.901978,19.691978,0
683,/76561198145502725,1234.910000,1253.702393,18.792393,0
787,/76561198069779420,984.730000,1002.685303,17.955303,0
797,/76561198010198535,956.143000,971.972412,15.829412,0
58,/76561198273077103,9182.170000,9197.878906,15.708906,0
746,/76561198116931658,1050.740000,1065.825439,15.085439,0
55,/76561198017862733,9246.470000,9260.539062,14.069063,0
728,/76561198204334741,1089.750000,1103.317139,13.567139,0
665,/76561198069679341,1301.530000,1314.481201,12.951201,0
313,/76561198064115496,3719.310000,3732.015625,12.705625,0
574,/76561198091135875,1758.820000,1771.469849,12.649849,0
216,/76561197980186731,4881.890000,4894.528809,12.638809,0
461,/76561198024636944,2405.950000,2418.021973,12.071973,0
597,/76561198182427033,1596.240000,1608.125732,11.885732,0
354,/76561198049936052,3165.960000,3177.566162,11.606162,0
652,/76561198005675016,1358.540000,1368.579346,10.039346,0
