,name,pp,prediction,diff,sus
1170,/76561199032147424,1966.550000,2486.796143,520.246143,0
1541,/76561198203307136,1100.350000,1619.548706,519.198706,0
764,/76561198286587373,3399.930000,3906.240479,506.310479,0
1087,/76561198165656252,2217.120000,2719.426514,502.306514,0
1401,/76561198142609023,1319.710000,1817.478882,497.768882,0
376,/76561198829111901,5649.410000,6146.305664,496.895664,0
1134,/76561198081126930,2087.230000,2578.880127,491.650127,0
765,/76561198835553328,3394.160000,3884.180420,490.020420,0
1205,/76561199128949069,1877.800000,2366.113525,488.313525,0
1168,/76561198302548232,1969.220000,2457.417480,488.197480,0
523,/76561199118050157,4605.360000,5084.430176,479.070176,0
1207,/76561198821780336,1870.810000,2343.420654,472.610654,0
1661,/76561199052434480,955.957000,1425.874512,469.917512,0
1688,/76561199008798481,921.792000,1388.331055,466.539055,0
1084,/76561199214837706,2222.870000,2685.678223,462.808223,0
963,/76561199090532406,2650.280000,3112.705566,462.425566,0
1412,/76561198298689720,1302.210000,1761.859741,459.649741,0
1404,/76561198169946489,1313.330000,1767.060059,453.730059,0
1004,/76561198129377517,2528.840000,2981.580566,452.740566,0
1394,/76561198016757346,1341.100000,1792.319336,451.219336,0
1770,/76561198402473196,828.309000,1276.776367,448.467367,0
1629,/76561198061830165,994.149000,1440.954834,446.805834,0
1296,/3054170811344510,1586.310000,2028.405151,442.095151,0
1314,/76561198310084161,1544.160000,1984.293091,440.133091,0
1550,/76561198017249068,1090.250000,1528.359619,438.109619,0
1005,/76561199097229083,2527.200000,2962.020508,434.820508,0
1451,/76561199108162322,1238.570000,1672.395264,433.825264,0
1036,/2872594529520088,2431.160000,2864.635742,433.475742,0
1031,/76561199045211762,2451.580000,2882.049316,430.469316,0
1342,/76561198388806815,1471.230000,1898.229004,426.999004,0
1013,/76561198028154300,2511.270000,2937.432861,426.162861,0
87,/76561199125894952,8891.860000,9316.236328,424.376328,0
1744,/76561197998787473,856.182000,1278.645020,422.463020,0
1139,/2342932209139261,2078.470000,2498.201660,419.731660,0
1403,/76561198138613741,1315.760000,1733.194580,417.434580,0
756,/76561198271897022,3432.940000,3848.499023,415.559023,0
1288,/76561198001915553,1606.180000,2018.073364,411.893364,0
841,/76561198423982994,3012.140000,3418.921631,406.781631,0
1751,/76561198086194949,850.902000,1257.037842,406.135842,0
473,/76561198119238056,4941.200000,5347.282715,406.082715,0
1304,/76561198193031705,1568.080000,1973.173462,405.093462,0
1979,/76561198133522100,647.294000,1050.648804,403.354804,0
1625,/76561198084688399,996.435000,1397.420044,400.985044,0
1663,/76561198320622644,954.295000,1354.049927,399.754927,0
1793,/76561197991164452,807.667000,1200.964355,393.297355,0
388,/76561198982527851,5519.630000,5911.090820,391.460820,0
663,/76561198131497305,3805.890000,4195.119629,389.229629,0
1002,/76561198177586263,2532.400000,2912.666748,380.266748,0
1642,/76561198143256366,975.209000,1353.579224,378.370224,0
1348,/76561198326098569,1450.730000,1827.009399,376.279399,0
1875,/76561198186784938,727.927000,1102.903198,374.976198,0
1415,/76561198121505644,1294.730000,1668.339111,373.609111,0
427,/76561198342914448,5230.240000,5601.591797,371.351797,0
1992,/76561198054111072,634.470000,1005.302612,370.832612,0
1106,/76561198051451574,2168.840000,2539.663818,370.823818,0
970,/76561199087961806,2645.330000,3014.308105,368.978105,0
1649,/76561198376465017,964.409000,1330.948486,366.539486,0
1955,/76561198879044268,663.029000,1028.844482,365.815482,0
1391,/76561198327114753,1357.940000,1718.513672,360.573672,0
1998,/76561198096951752,629.921000,990.239380,360.318380,0
1411,/76561198110486862,1302.540000,1660.163940,357.623940,0
1846,/76561198114252608,755.922000,1111.708130,355.786130,0
1740,/76561198054157434,861.137000,1216.796265,355.659265,0
1440,/76561198119845513,1258.510000,1614.160767,355.650767,0
1984,/76561198028379009,640.142000,995.227722,355.085722,0
1989,/2541667265916302,634.773000,989.583435,354.810435,0
1362,/76561198293881983,1428.230000,1780.470703,352.240703,0
708,/76561198965584940,3692.060000,4043.707764,351.647764,0
1978,/76561198044879796,648.087000,999.215820,351.128820,0
1064,/76561198267316446,2298.650000,2647.540039,348.890039,0
1997,/76561198210970291,630.562000,977.630920,347.068920,0
1382,/76561198330159484,1373.700000,1719.264771,345.564771,0
1994,/76561198029634024,633.233000,977.579529,344.346529,0
1986,/76561198149627372,638.988000,980.639587,341.651587,0
1988,/76561198134514283,637.322000,978.066772,340.744772,0
1745,/76561199204134123,855.522000,1194.036255,338.514255,0
1995,/76561198357175423,632.194000,970.597839,338.403839,0
1999,/76561199124568227,627.195000,963.763367,336.568367,0
1122,/76561198112796480,2111.950000,2447.651367,335.701367,0
1940,/76561198078321012,669.290000,1003.434509,334.144509,0
1548,/76561198014282194,1091.020000,1424.822510,333.802510,0
1976,/76561198012393623,648.792000,982.207275,333.415275,0
1983,/76561199059131878,640.735000,974.050720,333.315720,0
1100,/76561198048420172,2183.100000,2515.677979,332.577979,0
821,/76561198323512061,3086.350000,3415.906006,329.556006,0
1959,/76561198219320008,661.469000,990.852844,329.383844,0
1987,/76561198057948377,638.210000,967.157227,328.947227,0
1961,/76561199069911203,660.668000,987.115906,326.447906,0
940,/76561199082617799,2723.220000,3047.313477,324.093477,0
497,/76561198092335091,4706.580000,5029.645020,323.065020,0
653,/76561197997533972,3876.990000,4199.401367,322.411367,0
1966,/76561198361433731,655.146000,977.049011,321.903011,0
1135,/76561198035868653,2086.730000,2408.186768,321.456768,0
1590,/76561198804571197,1043.480000,1364.622681,321.142681,0
1990,/76561198092466867,634.590000,955.403870,320.813870,0
1939,/76561198833794370,669.763000,990.515320,320.752320,0
1967,/76561199115264816,654.903000,975.600586,320.697586,0
1969,/76561198403291612,653.544000,973.605469,320.061469,0
1970,/76561199070671873,652.694000,972.051758,319.357758,0
1610,/76561198983292672,1014.240000,1333.189697,318.949697,0
444,/76561199022594789,5111.800000,5430.545410,318.745410,0
1756,/76561198958070385,844.316000,1161.949951,317.633951,0
991,/76561198426511104,2573.500000,2891.026855,317.526855,0
1985,/76561198202054116,639.997000,957.100830,317.103830,0
1260,/76561197971080253,1692.950000,2010.023315,317.073315,0
1958,/76561198060408266,662.225000,978.745422,316.520422,0
1974,/76561198003067056,648.934000,965.018066,316.084066,0
1155,/76561198302328693,2023.040000,2336.064453,313.024453,0
1352,/76561198866064173,1446.760000,1759.434570,312.674570,0
1009,/76561198845570104,2520.570000,2832.906250,312.336250,0
1461,/76561198087493165,1230.060000,1542.086792,312.026792,0
1621,/76561198293023795,1001.750000,1313.441772,311.691772,0
1938,/76561198216569883,670.517000,981.719116,311.202116,0
876,/76561198357252784,2906.950000,3216.014404,309.064404,0
1981,/76561199024421461,642.205000,951.165405,308.960405,0
773,/76561198954583940,3351.490000,3660.444336,308.954336,0
1910,/76561198057457896,686.873000,995.736694,308.863694,0
1934,/76561198112885442,673.039000,981.764526,308.725526,0
1089,/76561198196765486,2207.000000,2515.078369,308.078369,0
1765,/76561199051415047,830.006000,1137.979004,307.973004,0
1893,/1996800073708729,702.042000,1008.222717,306.180717,0
1395,/76561199075873437,1339.270000,1645.262329,305.992329,0
1414,/76561198118959401,1300.370000,1606.119873,305.749873,0
1932,/76561198941231532,674.912000,980.581787,305.669787,0
1903,/76561199066112106,693.029000,998.599915,305.570915,0
1991,/76561198062551804,634.528000,939.194397,304.666397,0
1933,/76561198444866714,674.186000,978.516724,304.330724,0
1291,/76561198155808464,1594.680000,1898.551758,303.871758,0
1949,/76561198351238289,664.561000,967.654175,303.093175,0
1972,/76561199070074057,649.402000,951.750244,302.348244,0
1968,/76561198141586802,654.691000,957.027161,302.336161,0
1908,/76561198881434982,690.140000,991.781982,301.641982,0
1922,/3647253612023803,678.902000,980.522034,301.620034,0
1906,/76561198063643163,691.429000,992.010437,300.581437,0
1950,/76561198338556506,664.340000,964.724731,300.384731,0
1557,/76561198309272037,1083.030000,1383.008789,299.978789,0
1953,/76561198161542185,663.429000,963.356995,299.927995,0
1562,/76561198967442240,1074.750000,1374.264404,299.514404,0
1801,/76561198963360840,796.293000,1095.754883,299.461883,0
1488,/76561199073078776,1185.570000,1484.270874,298.700874,0
1993,/76561198285048400,634.145000,932.414917,298.269917,0
1943,/76561198198028973,668.348000,966.328857,297.980857,0
1873,/76561198214708999,732.511000,1030.401489,297.890489,0
1812,/76561199224953492,783.399000,1081.180786,297.781786,0
1178,/76561198016247730,1927.660000,2225.145264,297.485264,0
1267,/76561198046290848,1673.770000,1970.120117,296.350117,0
1977,/76561198008202938,648.674000,944.967102,296.293102,0
1615,/76561198290749389,1009.620000,1304.400269,294.780269,0
1973,/76561198853241998,649.298000,943.786743,294.488743,0
1980,/76561199190401086,646.281000,940.668640,294.387640,0
1899,/76561198074772077,696.888000,991.261108,294.373108,0
1241,/76561198332592057,1748.510000,2042.719360,294.209360,0
554,/76561199174989845,4436.680000,4730.152832,293.472832,0
1332,/76561198101233539,1497.820000,1790.765625,292.945625,0
1975,/76561198855812394,648.890000,941.744507,292.854507,0
1963,/76561197968481841,659.006000,951.347656,292.341656,0
1152,/76561198985047600,2048.040000,2340.241699,292.201699,0
1490,/4807221579287818,1184.730000,1475.807861,291.077861,0
1946,/76561198086190971,666.391000,957.225586,290.834586,0
1508,/76561198088756004,1146.450000,1436.741455,290.291455,0
1971,/76561199072003572,650.385000,939.494751,289.109751,0
1965,/76561198363101948,655.421000,943.890198,288.469198,0
1904,/76561198938920018,693.018000,981.106140,288.088140,0
1921,/76561198844872257,679.713000,967.625488,287.912488,0
1857,/76561198347398576,744.315000,1031.784546,287.469546,0
1818,/76561198068821943,777.759000,1064.697388,286.938388,0
1896,/76561199051109554,698.821000,985.448486,286.627486,0
637,/76561199053310894,3987.650000,4274.197266,286.547266,0
1915,/76561198804907346,684.625000,971.009705,286.384705,0
1871,/76561198839874385,733.942000,1020.300537,286.358537,0
1886,/76561199052353541,708.116000,994.453857,286.337857,0
1224,/76561198847069792,1803.440000,2089.473877,286.033877,0
1506,/76561199063160538,1149.640000,1435.587402,285.947402,0
1957,/76561197997899519,662.800000,948.306396,285.506396,0
1788,/76561198413710366,812.054000,1096.990234,284.936234,0
1982,/76561198364215423,640.878000,925.789307,284.911307,0
1907,/76561198889054325,691.283000,976.146912,284.863912,0
1954,/76561198420637094,663.037000,947.141357,284.104357,0
1285,/76561198038372434,1619.000000,1902.688110,283.688110,0
1292,/76561198134364620,1594.140000,1877.478271,283.338271,0
1947,/76561198162841668,664.942000,948.168945,283.226945,0
1960,/76561198407147236,661.416000,943.312073,281.896073,0
1279,/76561198026929254,1628.440000,1910.318726,281.878726,0
1876,/76561198867629357,726.121000,1007.666260,281.545260,0
1646,/76561198392906686,973.257000,1254.723145,281.466145,0
1247,/76561198300750289,1732.310000,2012.390747,280.080747,0
1944,/76561198137641656,667.229000,946.941528,279.712528,0
1911,/76561198068638404,686.832000,966.465271,279.633271,0
885,/76561198005399919,2860.180000,3139.039551,278.859551,0
1832,/76561198134563274,770.648000,1049.391602,278.743602,0
1897,/76561198051492059,698.543000,975.695374,277.152374,0
1316,/76561198119984318,1538.650000,1814.848267,276.198267,0
690,/76561199015580968,3743.830000,4019.767334,275.937334,0
712,/76561198978241312,3656.670000,3932.437500,275.767500,0
1884,/76561198837138805,709.306000,984.792358,275.486358,0
613,/76561197989923568,4080.090000,4355.161133,275.071133,0
1962,/76561199126179201,659.761000,934.673767,274.912767,0
1874,/4223121711136275,730.199000,1004.774292,274.575292,0
1851,/76561199178335687,751.156000,1024.973389,273.817389,0
1163,/76561199042878467,1989.150000,2262.553467,273.403467,0
1942,/2814168758679067,668.619000,940.048340,271.429340,0
1194,/76561199142952432,1899.040000,2170.036865,270.996865,0
1952,/76561198849562401,664.248000,935.158691,270.910691,0
1165,/76561198051897221,1981.180000,2251.966553,270.786553,0
499,/76561197970076551,4704.550000,4975.190430,270.640430,0
1928,/76561198097951912,676.026000,946.144653,270.118653,0
1956,/76561198084458391,662.967000,932.204102,269.237102,0
1206,/76561198380429662,1876.110000,2143.602783,267.492783,0
1895,/76561199232051431,699.628000,966.510498,266.882498,0
1666,/76561199078822213,951.042000,1217.315186,266.273186,0
1925,/76561198106012730,677.434000,943.362610,265.928610,0
1423,/76561199073979254,1285.820000,1551.608154,265.788154,0
1920,/76561198295882830,681.093000,944.729126,263.636126,0
1948,/76561198884223277,664.639000,928.095276,263.456276,0
1936,/76561198403173165,670.950000,934.044373,263.094373,0
1945,/76561198120051034,666.650000,929.742004,263.092004,0
1865,/76561198000153055,736.952000,999.636719,262.684719,0
1533,/76561198381278096,1108.240000,1370.734985,262.494985,0
1096,/76561198947620266,2188.340000,2450.068115,261.728115,0
1259,/76561198137651367,1693.770000,1955.238281,261.468281,0
1916,/76561198800406874,682.570000,943.934143,261.364143,0
1931,/3879144532127210,674.956000,936.249878,261.293878,0
1926,/76561199215647802,676.788000,938.011780,261.223780,0
1929,/76561198059957067,675.469000,936.588379,261.119379,0
1913,/76561198054552144,685.013000,945.072754,260.059754,0
1927,/76561198264112327,676.497000,936.154358,259.657358,0
1914,/76561198797514797,684.703000,943.105042,258.402042,0
1919,/76561198828988659,681.322000,939.183899,257.861899,0
1855,/76561198353033522,746.442000,1004.057617,257.615617,0
273,/76561198277719597,6598.810000,6856.425293,257.615293,0
1878,/76561198251637796,722.696000,979.684021,256.988021,0
1815,/76561198960511740,781.340000,1038.012451,256.672451,0
1868,/76561198032315775,735.891000,992.366638,256.475638,0
1951,/76561198189168462,664.263000,920.677429,256.414429,0
1930,/76561198126503246,675.137000,930.718933,255.581933,0
1248,/76561198367144170,1731.940000,1987.129883,255.189883,0
1528,/76561198053147190,1112.180000,1367.245361,255.065361,0
241,/76561198085199925,6862.780000,7117.809082,255.029082,0
1545,/76561199118301199,1094.300000,1348.708252,254.408252,0
1909,/76561198841322692,689.169000,943.393616,254.224616,0
1923,/76561198345679777,678.699000,932.718445,254.019445,0
1996,/76561198214884668,630.582000,884.515686,253.933686,0
1890,/76561199067971938,703.234000,956.929504,253.695504,0
1898,/76561198389219821,697.789000,951.115723,253.326723,0
1293,/76561198134633327,1587.430000,1840.108887,252.678887,0
1384,/76561198068967007,1369.220000,1621.512451,252.292451,0
1372,/76561198071339712,1409.460000,1660.388550,250.928550,0
1964,/76561197996716705,657.337000,908.173706,250.836706,0
1888,/76561198145470298,706.640000,956.578979,249.938979,0
1912,/3485216398257801,686.112000,935.356750,249.244750,0
888,/76561198212650505,2854.970000,3104.117676,249.147676,0
1891,/76561199031510917,702.721000,951.648010,248.927010,0
1937,/76561198168390319,670.536000,918.913086,248.377086,0
1754,/76561198837916580,849.245000,1097.488281,248.243281,0
1924,/76561198029186132,678.460000,926.682312,248.222312,0
1795,/76561198120156013,803.955000,1051.626709,247.671709,0
1867,/76561198928465666,736.594000,983.401306,246.807306,0
1585,/76561198172195018,1044.980000,1291.597412,246.617412,0
1901,/76561198962771100,696.273000,942.671631,246.398631,0
1905,/76561198125105913,691.504000,936.275269,244.771269,0
1861,/76561198105936409,742.641000,987.350647,244.709647,0
1549,/76561199239142185,1090.670000,1335.004395,244.334395,0
1900,/76561198128546278,696.841000,940.955383,244.114383,0
1753,/76561199039099777,849.256000,1093.296509,244.040509,0
1894,/76561198164348044,701.177000,945.109863,243.932863,0
1917,/76561198119850864,681.647000,925.506287,243.859287,0
1941,/76561198395172117,668.713000,911.783447,243.070447,0
1773,/2706552016106382,825.629000,1068.332520,242.703520,0
912,/76561198156360235,2789.500000,3030.692871,241.192871,0
1864,/76561198345851365,737.509000,977.289062,239.780062,0
1371,/76561198100010046,1410.130000,1649.014526,238.884526,0
1859,/76561198259181537,742.925000,980.190125,237.265125,0
1839,/76561198016952950,762.854000,999.987854,237.133854,0
1417,/1956630541088805,1291.970000,1528.827515,236.857515,0
1882,/76561198098163276,714.432000,950.994202,236.562202,0
1849,/76561198018488595,753.276000,989.583435,236.307435,0
1887,/76561197993920572,707.109000,942.344788,235.235788,0
1749,/76561198083197999,851.251000,1086.243896,234.992896,0
1558,/5130655863627194,1080.480000,1315.158325,234.678325,0
1902,/3435523296519791,695.127000,929.744507,234.617507,0
1137,/76561198400537207,2084.990000,2318.272949,233.282949,0
1854,/76561198854296691,748.155000,980.995911,232.840911,0
1856,/2889251297818936,745.068000,977.895081,232.827081,0
1935,/76561198034365211,671.836000,904.638916,232.802916,0
1535,/76561199090962754,1107.830000,1340.585449,232.755449,0
1918,/76561198173451841,681.528000,914.229614,232.701614,0
157,/76561199015830437,7859.070000,8091.210938,232.140938,0
1369,/76561198194793681,1419.260000,1650.558472,231.298472,0
1892,/76561198073422466,702.134000,932.962524,230.828524,0
1862,/76561198028826025,741.342000,970.968079,229.626079,0
1438,/76561198850724410,1262.160000,1491.538086,229.378086,0
1837,/76561198183898015,767.123000,994.755310,227.632310,0
1860,/76561198122144946,742.920000,970.233337,227.313337,0
1799,/76561198214870707,800.397000,1027.635010,227.238010,0
1883,/76561198082406970,713.017000,938.783630,225.766630,0
1280,/76561198233594524,1624.630000,1849.793701,225.163701,0
1850,/76561198081196852,752.829000,977.730957,224.901957,0
1885,/76561198057868488,708.912000,932.394348,223.482348,0
1880,/76561199079034619,721.085000,944.212158,223.127158,0
1848,/76561198133852771,753.737000,976.264160,222.527160,0
1809,/76561198195712175,787.114000,1008.906372,221.792372,0
1193,/76561198018416189,1902.050000,2123.759766,221.709766,0
1863,/76561198059861251,739.556000,959.836548,220.280548,0
1836,/76561198055972129,767.309000,987.210205,219.901205,0
1847,/76561198954069677,754.663000,973.932190,219.269190,0
1366,/76561198067205700,1420.710000,1639.755615,219.045615,0
1869,/76561198084576232,734.854000,953.767456,218.913456,0
1881,/76561199069025867,716.371000,934.710815,218.339815,0
1833,/76561198825541888,769.370000,987.157837,217.787837,0
1425,/76561198438615203,1282.940000,1500.547119,217.607119,0
1484,/76561198083301609,1188.800000,1405.219116,216.419116,0
1041,/76561198155188463,2416.670000,2631.996826,215.326826,0
1823,/76561198140493915,776.459000,990.812073,214.353073,0
1618,/76561199219250039,1005.450000,1217.943604,212.493604,0
1835,/76561198028596713,768.662000,980.252747,211.590747,0
1609,/76561198318261017,1014.460000,1225.582886,211.122886,0
1889,/76561198364818623,703.314000,913.692261,210.378261,0
1750,/76561198145001098,851.247000,1061.542969,210.295969,0
1742,/76561198018457856,857.076000,1067.345703,210.269703,0
1803,/76561198065374282,792.345000,1001.979675,209.634675,0
367,/76561198993766763,5686.440000,5896.000488,209.560488,0
1842,/76561198862216017,759.576000,968.521057,208.945057,0
1791,/76561199203487103,808.913000,1017.419495,208.506495,0
418,/76561199206487128,5295.040000,5503.297852,208.257852,0
1580,/76561199132387643,1049.390000,1255.471924,206.081924,0
1838,/76561198004326607,766.236000,971.920593,205.684593,0
1524,/76561198173954461,1118.110000,1323.773438,205.663438,0
1784,/1805005386234817,814.981000,1020.584595,205.603595,0
1831,/76561198344716815,772.036000,977.610901,205.574901,0
1824,/76561198063817621,776.275000,981.395569,205.120569,0
895,/76561198937342727,2823.280000,3026.826416,203.546416,0
1820,/76561198297304708,777.226000,980.155640,202.929640,0
797,/76561199192830231,3198.030000,3400.751221,202.721221,0
631,/76561198195747262,4011.020000,4213.336426,202.316426,0
1229,/76561198095097677,1789.360000,1991.401245,202.041245,0
570,/76561199068913844,4352.690000,4553.401855,200.711855,0
1529,/76561198137279541,1110.840000,1310.818115,199.978115,0
1757,/76561198342235251,842.454000,1042.423706,199.969706,0
1309,/76561199069162651,1563.710000,1763.638306,199.928306,0
1814,/76561197993827852,782.038000,981.836609,199.798609,0
1819,/76561198386199297,777.705000,976.088013,198.383013,0
992,/76561198293700909,2569.600000,2767.786865,198.186865,0
1870,/76561198913360314,734.586000,932.557678,197.971678,0
1877,/76561199067574784,726.049000,923.689880,197.640880,0
1845,/76561198133555550,757.974000,955.032349,197.058349,0
1616,/76561199077162455,1007.540000,1204.312378,196.772378,0
1879,/76561198003719576,721.722000,917.080017,195.358017,0
1476,/76561198074688538,1204.780000,1400.104248,195.324248,0
1732,/76561199050582734,869.844000,1064.990601,195.146601,0
1698,/76561198042968823,910.455000,1105.507812,195.052812,0
1802,/76561199192277652,793.700000,988.227661,194.527661,0
1872,/76561198353191889,732.734000,927.222839,194.488839,0
1866,/76561198275766749,736.688000,931.105591,194.417591,0
1805,/76561198824875277,790.069000,984.309570,194.240570,0
1338,/76561199130570876,1483.450000,1677.121948,193.671948,0
1834,/76561198345745977,769.255000,962.664124,193.409124,0
1572,/76561198830929258,1060.900000,1254.037720,193.137720,0
574,/76561199084806301,4336.920000,4529.628418,192.708418,0
957,/76561198119611976,2669.330000,2861.564209,192.234209,0
1598,/76561198033836739,1035.000000,1226.496948,191.496948,0
1852,/76561198381173821,750.662000,942.112244,191.450244,0
1808,/76561198408791914,788.152000,979.382690,191.230690,0
1127,/76561198095920632,2102.960000,2292.616211,189.656211,0
1858,/76561199171246989,743.589000,932.452332,188.863332,0
1790,/76561198058601650,808.989000,996.203674,187.214674,0
1725,/76561198393239016,882.223000,1068.976196,186.753196,0
1565,/76561198275054484,1072.600000,1259.015503,186.415503,0
1777,/76561198405628017,818.292000,1004.530884,186.238884,0
1780,/76561199285658954,816.523000,1002.446411,185.923411,0
1787,/76561198373142578,812.128000,996.099609,183.971609,0
1679,/76561198003434270,933.409000,1117.079346,183.670346,0
1712,/76561198068178977,899.864000,1083.144897,183.280897,0
298,/76561198410785262,6318.240000,6501.494629,183.254629,0
1783,/76561197980568954,815.247000,998.098145,182.851145,0
1010,/76561198070998195,2516.730000,2699.150146,182.420146,0
1420,/76561198210053447,1288.780000,1471.130249,182.350249,0
1853,/76561199107414219,749.171000,931.149414,181.978414,0
1844,/2967239713337814,758.507000,940.447998,181.940998,0
1039,/76561198080610754,2418.910000,2600.833252,181.923252,0
996,/76561198449712065,2566.450000,2748.036377,181.586377,0
1806,/76561198864361071,789.344000,970.512512,181.168512,0
1719,/76561198805757509,890.406000,1070.840576,180.434576,0
1078,/76561198043845684,2248.960000,2427.953369,178.993369,0
1772,/76561198841868997,827.688000,1004.893677,177.205677,0
1419,/76561198036390390,1289.930000,1466.902954,176.972954,0
1546,/76561199038271904,1093.050000,1268.188110,175.138110,0
1792,/76561198138902921,808.530000,983.422913,174.892913,0
1053,/76561198061312019,2342.070000,2516.686279,174.616279,0
1632,/1901824516537774,986.955000,1160.849854,173.894854,0
1817,/76561198342060644,777.799000,951.537170,173.738170,0
1828,/76561198296194326,773.868000,946.727295,172.859295,0
1804,/76561199018087270,792.284000,965.046082,172.762082,0
1771,/76561198945410727,828.106000,999.611328,171.505328,0
1840,/76561198249475896,762.312000,933.501221,171.189221,0
1829,/76561199162557473,773.480000,944.642273,171.162273,0
1040,/76561198067362218,2418.360000,2588.807373,170.447373,0
1798,/76561198097126595,800.788000,970.946350,170.158350,0
1622,/76561198116081136,1001.110000,1170.915405,169.805405,0
1097,/76561198340756352,2185.100000,2354.205322,169.105322,0
1782,/76561198037805921,815.679000,983.635864,167.956864,0
926,/76561197982659986,2756.250000,2923.052002,166.802002,0
1775,/76561198198801405,820.077000,986.820557,166.743557,0
1527,/76561198053013114,1116.590000,1283.193848,166.603848,0
1767,/76561198162892963,829.009000,995.256958,166.247958,0
1216,/76561199120469406,1822.590000,1988.381836,165.791836,0
1796,/76561197989835316,801.821000,967.438232,165.617232,0
1091,/76561198090528520,2199.130000,2364.552734,165.422734,0
1821,/76561198972322753,776.976000,941.726074,164.750074,0
1402,/76561198162561000,1316.870000,1481.172119,164.302119,0
1786,/76561199097529269,813.088000,976.301758,163.213758,0
1807,/76561199147134424,788.919000,951.636169,162.717169,0
1800,/76561199157885473,798.983000,960.979248,161.996248,0
1813,/76561198809703307,782.108000,943.826477,161.718477,0
1785,/76561198377725729,814.134000,975.636292,161.502292,0
1827,/76561197998973722,774.093000,934.903503,160.810503,0
1830,/76561198169394175,772.650000,933.335449,160.685449,0
1761,/76561198003887501,840.010000,1000.029236,160.019236,0
1760,/76561198927222822,840.530000,1000.477295,159.947295,0
989,/76561198930930041,2579.770000,2739.013672,159.243672,0
1825,/76561198087463555,776.149000,935.055725,158.906725,0
1671,/76561198074354192,942.693000,1101.516968,158.823968,0
1592,/76561198297178170,1042.520000,1199.634033,157.114033,0
