,name,pp,prediction,diff
324,/76561198226883296,1038.360000,1449.358887,410.998887
480,/76561198436960394,563.034000,962.860962,399.826962
493,/76561198092467725,537.834000,934.236511,396.402511
445,/76561199155753217,640.975000,1024.503174,383.528174
499,/76561198129639176,519.338000,900.472961,381.134961
482,/76561199130873243,560.114000,938.817383,378.703383
388,/76561198162300708,796.771000,1170.670288,373.899288
465,/76561198076354301,606.830000,979.919006,373.089006
60,/76561199133083972,6188.780000,6559.243164,370.463164
476,/76561198154941260,574.909000,945.044189,370.135189
432,/76561198102660837,660.452000,1025.432983,364.980983
210,/76561198284696864,1808.940000,2173.622559,364.682559
456,/76561198166693908,623.869000,988.335571,364.466571
472,/76561198283440930,591.536000,955.942322,364.406322
489,/76561198098883136,547.526000,911.627563,364.101563
454,/76561198048606402,625.872000,989.885681,364.013681
422,/76561198180803977,687.514000,1050.067627,362.553627
463,/76561198360320419,610.620000,972.042358,361.422358
305,/76561198306108743,1097.450000,1454.491943,357.041943
468,/76561198991659160,602.558000,956.275574,353.717574
162,/76561199157839622,2647.370000,3000.097412,352.727412
452,/76561198261293385,629.116000,981.515503,352.399503
479,/76561198149413068,568.858000,919.972046,351.114046
440,/76561198110081977,644.602000,987.249023,342.647023
494,/76561198373774019,537.080000,879.467163,342.387163
459,/76561198160222483,616.391000,958.157837,341.766837
475,/76561198808017333,577.321000,918.621399,341.300399
467,/76561198029039934,602.664000,943.742859,341.078859
213,/76561198825096745,1786.240000,2126.595215,340.355215
368,/76561198087106177,856.129000,1196.414795,340.285795
486,/76561198260581164,553.415000,892.962585,339.547585
462,/76561199179627416,610.720000,949.965271,339.245271
481,/76561198320448453,560.132000,898.872131,338.740131
495,/76561198210463476,530.909000,867.695557,336.786557
148,/76561199002026096,2874.470000,3207.680420,333.210420
258,/76561199191379086,1328.720000,1661.154297,332.434297
451,/76561198075888671,629.692000,958.756165,329.064165
471,/76561198139583421,596.975000,924.697754,327.722754
420,/76561199007765721,688.631000,1015.825989,327.194989
191,/76561198413774889,2200.810000,2527.119873,326.309873
184,/76561198433468564,2334.690000,2660.744385,326.054385
446,/76561198885938197,639.956000,965.714783,325.758783
387,/76561198283514333,802.986000,1126.287964,323.301964
473,/76561198131866657,588.571000,910.526062,321.955062
464,/76561198091222080,608.096000,929.617493,321.521493
419,/76561198095342083,688.971000,1010.300171,321.329171
469,/76561198092790567,602.357000,922.696106,320.339106
222,/76561198929534936,1690.080000,2010.319946,320.239946
490,/76561198335860607,546.571000,866.449036,319.878036
437,/76561198222920068,649.439000,966.258118,316.819118
458,/76561197993697444,616.704000,931.081909,314.377909
477,/76561198340152613,570.272000,882.774109,312.502109
478,/76561198283668777,568.897000,878.145325,309.248325
448,/76561198004514997,634.274000,940.634277,306.360277
114,/76561198101784710,3965.260000,4271.190430,305.930430
470,/76561198122748537,601.131000,906.805237,305.674237
433,/76561198028187476,660.039000,965.069214,305.030214
441,/76561198246817096,644.559000,949.349426,304.790426
200,/76561198096552599,2027.940000,2331.950684,304.010684
333,/76561198155198209,976.643000,1279.987671,303.344671
435,/76561199051928297,653.414000,955.820007,302.406007
443,/76561199006982231,641.839000,940.966125,299.127125
429,/76561197998598752,671.961000,970.467773,298.506773
187,/76561198900016511,2243.780000,2538.341309,294.561309
442,/76561199061025825,642.158000,931.614319,289.456319
436,/76561198283061560,651.653000,940.061340,288.408340
466,/76561198882269710,603.263000,891.183289,287.920289
457,/76561198098624417,621.124000,909.033386,287.909386
196,/76561198194758541,2119.740000,2407.630371,287.890371
170,/76561198988899592,2504.270000,2788.143311,283.873311
390,/76561198839230607,791.277000,1075.092651,283.815651
193,/76561199091437768,2198.210000,2480.585449,282.375449
455,/76561198141799459,624.482000,906.057312,281.575312
439,/76561198047115569,646.889000,925.462524,278.573524
449,/76561198936124943,633.347000,911.272705,277.925705
407,/76561198334823858,737.148000,1014.786499,277.638499
415,/76561198155960137,697.644000,974.589844,276.945844
444,/76561198349146587,641.240000,916.961304,275.721304
431,/76561198399466149,660.826000,935.931396,275.105396
423,/76561198845491232,687.424000,960.376038,272.952038
460,/76561198428278711,613.575000,884.837830,271.262830
447,/76561198025914711,634.827000,905.997803,271.170803
80,/76561198174285455,4996.480000,5265.905762,269.425762
150,/76561198119021916,2834.490000,3102.249512,267.759512
450,/76561198148512520,631.831000,898.131897,266.300897
461,/76561198049375107,610.941000,876.964417,266.023417
413,/76561198090839081,715.832000,981.488831,265.656831
430,/76561198165980465,662.728000,927.654541,264.926541
414,/76561198112668697,698.430000,961.722839,263.292839
215,/76561198224254400,1781.890000,2044.971191,263.081191
264,/76561198262915600,1297.710000,1558.345947,260.635947
301,/76561198338624041,1114.860000,1375.161133,260.301133
221,/76561198332158219,1723.700000,1982.341675,258.641675
438,/76561198178514407,649.251000,907.278259,258.027259
416,/76561198248733744,694.715000,945.296143,250.581143
421,/76561199178702284,687.580000,932.831177,245.251177
279,/76561198077134329,1208.650000,1450.267822,241.617822
392,/76561201794914462,789.277000,1030.799072,241.522072
369,/76561199251678456,853.424000,1093.927124,240.503124
343,/76561198018972492,939.103000,1178.994141,239.891141
394,/76561198399646366,784.021000,1018.414917,234.393917
75,/76561198025772900,5169.080000,5400.730469,231.650469
426,/76561198347636110,676.338000,907.009949,230.671949
424,/76561198415079181,686.249000,915.658691,229.409691
453,/76561198364342190,628.352000,857.745605,229.393605
276,/76561198257507893,1229.200000,1456.127441,226.927441
405,/76561198278604826,739.991000,965.954224,225.963224
410,/76561198010707780,725.503000,950.698486,225.195486
404,/76561198286902340,740.108000,963.941650,223.833650
361,/76561198343293612,880.101000,1099.882812,219.781813
391,/76561198334473188,789.292000,1008.495972,219.203972
403,/76561198025766334,741.660000,959.224365,217.564365
425,/76561198397012407,677.735000,895.124207,217.389207
406,/76561198446225515,737.213000,954.498474,217.285474
411,/76561198813070088,719.178000,936.402222,217.224222
299,/76561199276248842,1117.740000,1332.800293,215.060293
400,/76561198343042850,758.907000,973.214966,214.307966
417,/76561199097537516,692.322000,901.637207,209.315207
220,/76561199089432687,1728.960000,1935.466675,206.506675
434,/76561198072745027,655.140000,859.320129,204.180129
427,/76561198400827613,676.313000,879.850098,203.537098
269,/76561198271052952,1245.410000,1448.880127,203.470127
381,/76561197990294420,817.837000,1019.537659,201.700659
241,/76561198091462240,1477.340000,1678.885986,201.545986
409,/76561199150694015,734.803000,935.673767,200.870767
373,/76561198442047649,838.737000,1039.077515,200.340515
428,/76561199004704178,672.662000,871.324036,198.662036
248,/76561198154118480,1397.730000,1595.818359,198.088359
401,/76561198079035196,755.734000,953.757812,198.023812
205,/76561199065347287,1925.970000,2123.067383,197.097383
402,/76561198097816943,742.932000,938.553955,195.621955
375,/76561198280121531,829.555000,1021.367798,191.812798
323,/76561198448675391,1039.230000,1230.237793,191.007793
270,/76561198133522306,1244.770000,1434.801514,190.031514
398,/76561198356814160,762.392000,950.834900,188.442900
418,/76561198293925152,690.961000,879.288269,188.327269
379,/76561197960284195,819.141000,1006.614929,187.473929
30,/76561199133423986,8317.270000,8504.661133,187.391133
396,/76561198095473597,768.117000,952.776489,184.659489
325,/76561198168503842,1036.580000,1218.026611,181.446611
13,/76561198345487959,9776.350000,9955.893555,179.543555
24,/76561198365753171,9135.140000,9312.181641,177.041641
412,/76561198103163930,716.815000,893.364075,176.549075
389,/76561198075533597,794.269000,968.266907,173.997907
397,/76561198440963955,766.972000,938.965027,171.993027
94,/76561198813288531,4530.220000,4699.112305,168.892305
399,/76561198064728961,761.622000,927.302490,165.680490
378,/76561198180009447,823.173000,987.480286,164.307286
317,/76561198796066306,1051.120000,1214.963379,163.843379
8,/76561198284551879,11514.100000,11677.206055,163.106055
408,/76561198088095281,735.992000,896.140625,160.148625
370,/76561198272107065,852.453000,1009.800415,157.347415
15,/76561199186850200,9736.010000,9892.053711,156.043711
67,/76561198098780676,5449.430000,5604.387695,154.957695
64,/76561198046257243,5886.220000,6040.428223,154.208223
58,/76561198325293022,6352.300000,6504.109863,151.809863
240,/76561198314201235,1477.780000,1629.405518,151.625518
224,/76561198342088497,1648.900000,1798.946533,150.046533
28,/76561198151825827,8512.780000,8662.441406,149.661406
218,/76561198048928640,1741.300000,1889.291748,147.991748
382,/76561198225722076,816.424000,963.092896,146.668896
226,/76561198193423319,1627.130000,1771.454346,144.324346
386,/76561198356592404,804.673000,948.985168,144.312168
376,/76561198082799815,827.020000,968.919067,141.899067
363,/76561198068062045,876.124000,1015.523376,139.399376
326,/76561198185274037,1036.320000,1171.350220,135.030220
395,/76561198823473891,771.055000,902.975647,131.920647
287,/76561198319121891,1172.690000,1302.914185,130.224185
29,/76561198807113055,8502.650000,8632.779297,130.129297
383,/76561198357600492,815.209000,941.254578,126.045578
384,/76561198048118325,809.332000,935.046936,125.714936
329,/76561198261078977,1022.640000,1147.503662,124.863662
355,/76561198014199333,912.659000,1036.596191,123.937191
337,/76561198177012582,962.536000,1086.421265,123.885265
16,/76561198261406506,9634.450000,9757.758789,123.308789
293,/76561198174246634,1136.690000,1258.948975,122.258975
350,/76561198103004413,928.139000,1047.861206,119.722206
201,/76561198314990173,1949.200000,2068.643066,119.443066
366,/76561199101537153,865.885000,983.307983,117.422983
297,/76561198057390555,1124.420000,1241.025513,116.605513
377,/76561199029919990,824.726000,939.424988,114.698988
183,/76561198179457990,2336.690000,2448.750244,112.060244
65,/76561198096488428,5817.740000,5928.215332,110.475332
358,/76561199164761519,903.050000,1011.797974,108.747974
385,/76561198179473021,808.568000,914.283142,105.715142
345,/76561198255484686,938.051000,1041.786621,103.735621
359,/76561198095365060,897.932000,997.057556,99.125556
298,/76561198345733332,1119.270000,1215.333008,96.063008
348,/76561198016162003,935.865000,1027.637939,91.772939
335,/76561198369898902,971.428000,1061.204346,89.776346
362,/76561198136377306,878.184000,965.972229,87.788229
234,/76561198854257472,1541.280000,1627.310181,86.030181
296,/76561198206421652,1129.930000,1215.178589,85.248589
364,/76561198103244168,874.692000,959.791443,85.099443
393,/76561198169938805,788.696000,868.968994,80.272994
233,/76561198814450725,1550.170000,1630.133545,79.963545
289,/76561198218858844,1156.120000,1234.800293,78.680293
357,/76561198154864486,909.343000,985.507996,76.164996
336,/76561198824379286,966.856000,1042.818237,75.962237
371,/76561198244731350,850.073000,921.052917,70.979917
332,/76561198258986180,987.996000,1058.363892,70.367892
331,/76561198122217709,1002.080000,1072.190552,70.110552
338,/76561198845334223,957.896000,1027.277100,69.381100
365,/76561199018027132,866.989000,935.461426,68.472426
380,/76561198410990751,818.596000,885.731934,67.135934
295,/76561198057782574,1134.410000,1201.396362,66.986362
69,/76561198185660965,5391.050000,5457.607910,66.557910
261,/76561198317606683,1309.590000,1374.120239,64.530239
349,/76561198450550261,935.229000,999.593811,64.364811
351,/76561198227637248,925.410000,986.751709,61.341709
334,/76561198318269234,973.305000,1028.568237,55.263237
235,/76561198348643078,1537.650000,1591.898193,54.248193
342,/76561198051976579,941.265000,994.775146,53.510146
372,/76561198142167541,841.262000,892.327209,51.065209
273,/76561198005195718,1237.880000,1287.655273,49.775273
81,/76561198065501228,4939.460000,4988.652832,49.192832
255,/76561198368833326,1352.220000,1401.214844,48.994844
341,/76561198303043464,947.940000,996.313904,48.373904
77,/76561198314587274,5093.260000,5141.273926,48.013926
367,/76561198371644555,859.664000,905.324097,45.660097
286,/76561198402499773,1179.140000,1222.245239,43.105239
35,/76561198370356396,8009.850000,8050.164551,40.314551
76,/76561198863804990,5123.470000,5162.560059,39.090059
314,/76561198828304561,1057.860000,1095.021118,37.161118
62,/76561198068761698,6011.210000,6046.169434,34.959434
156,/76561198317950821,2754.550000,2785.054199,30.504199
310,/76561199237107215,1084.510000,1113.587769,29.077769
318,/76561198252751260,1046.360000,1072.128784,25.768784
353,/76561198126938377,923.901000,947.297241,23.396241
330,/76561198090914385,1002.630000,1025.839233,23.209233
360,/2283581928397505,882.420000,904.604187,22.184187
294,/76561198085679246,1136.630000,1154.674438,18.044438
7,/76561198146815165,11717.700000,11735.287109,17.587109
309,/76561198311449371,1090.990000,1107.976929,16.986929
219,/76561198141131857,1730.720000,1747.538208,16.818208
303,/76561198292351932,1108.870000,1121.828491,12.958491
223,/76561199073036339,1688.720000,1699.972046,11.252046
354,/76561198283798326,918.391000,928.526428,10.135428
319,/76561198284353697,1045.960000,1055.010986,9.050986
347,/76561198322075592,937.663000,945.166199,7.503199
271,/76561198067262273,1240.050000,1245.309570,5.259570
267,/76561198256608489,1273.010000,1276.444580,3.434580
352,/76561198154269063,925.052000,928.267944,3.215944
78,/76561198145329316,5083.840000,5083.428223,-0.411777
356,/76561198213743845,909.584000,908.135986,-1.448014
327,/76561198854785671,1024.920000,1021.703613,-3.216387
43,/76561198352277261,7633.550000,7628.967773,-4.582227
339,/76561198852709371,949.459000,944.102417,-5.356583
292,/76561198103579954,1142.710000,1134.452881,-8.257119
159,/76561198118967222,2696.930000,2687.375000,-9.555000
1,/76561198813747810,14057.800000,14045.265625,-12.534375
6,/76561199074849863,11982.500000,11969.794922,-12.705078
95,/76561198149892483,4471.540000,4458.777344,-12.762656
344,/76561198451334371,938.101000,923.416626,-14.684374
246,/76561198118865359,1416.660000,1400.811646,-15.848354
180,/76561198085768878,2369.600000,2353.427246,-16.172754
178,/76561199182341948,2415.680000,2399.121582,-16.558418
154,/76561198351467750,2779.070000,2761.261719,-17.808281
306,/76561198286751616,1094.670000,1074.262939,-20.407061
312,/76561198341690534,1076.310000,1053.238159,-23.071841
322,/76561198147176243,1041.100000,1014.705322,-26.394678
19,/76561198810727096,9416.730000,9389.593750,-27.136250
90,/76561199025109461,4678.370000,4647.278320,-31.091680
0,/76561198377562021,14482.500000,14450.402344,-32.097656
149,/76561198090195655,2850.790000,2816.356201,-34.433799
2,/76561198441139809,13897.300000,13862.076172,-35.223828
300,/76561198322150099,1116.610000,1080.991821,-35.618179
320,/76561198153532474,1043.590000,1004.855347,-38.734653
11,/76561198366357519,10903.900000,10864.414062,-39.485937
14,/76561198242247790,9757.300000,9717.729492,-39.570508
284,/76561198103879706,1190.900000,1150.422119,-40.477881
130,/76561198063424982,3420.810000,3379.525391,-41.284609
311,/76561198360004172,1079.510000,1037.893555,-41.616445
346,/76561198174292775,938.005000,894.370789,-43.634211
190,/76561198323910082,2207.450000,2162.808594,-44.641406
340,/76561198300354331,948.274000,902.463867,-45.810133
107,/76561198331196462,4033.070000,3986.467773,-46.602227
40,/76561198879342564,7827.160000,7779.937012,-47.222988
98,/76561198092312655,4304.250000,4254.187500,-50.062500
285,/76561198347411846,1188.960000,1137.274536,-51.685464
307,/76561198256631594,1094.510000,1041.317505,-53.192495
308,/76561198151441465,1092.210000,1038.346069,-53.863931
321,/76561198078062958,1041.650000,986.139526,-55.510474
230,/76561198364918359,1570.460000,1513.579956,-56.880044
176,/76561199028736153,2428.240000,2369.759521,-58.480479
21,/76561199211080602,9251.600000,9193.024414,-58.575586
52,/76561199005802144,7029.630000,6970.557617,-59.072383
214,/76561198295325962,1785.490000,1718.950562,-66.539438
71,/76561198076369633,5336.550000,5267.714844,-68.835156
23,/76561198295745638,9143.830000,9070.229492,-73.600508
290,/76561198283847044,1154.010000,1079.802246,-74.207754
49,/76561198028949354,7127.410000,7052.627441,-74.782559
316,/76561198972560783,1055.270000,972.355591,-82.914409
96,/76561198064460715,4441.810000,4356.536133,-85.273867
313,/76561198976066364,1066.390000,980.631836,-85.758164
53,/76561198992399246,6870.420000,6783.873535,-86.546465
198,/76561198148529971,2042.600000,1954.125732,-88.474268
151,/76561199090123687,2801.210000,2711.761475,-89.448525
115,/76561199034414288,3959.170000,3868.250977,-90.919023
239,/76561198264167549,1490.830000,1399.657593,-91.172407
88,/76561198148450026,4745.470000,4654.075195,-91.394805
113,/76561198354892663,3971.290000,3878.874023,-92.415977
92,/76561199067730695,4592.810000,4500.172852,-92.637148
304,/76561198930017127,1104.140000,1011.273499,-92.866501
37,/76561198275657289,7908.360000,7809.394531,-98.965469
116,/76561198823027074,3916.570000,3811.114990,-105.455010
315,/76561198095529793,1057.530000,947.966614,-109.563386
73,/76561198146067673,5288.090000,5174.239746,-113.850254
302,/76561198098462664,1113.780000,995.477478,-118.302522
55,/76561199134840111,6681.150000,6556.339355,-124.810645
245,/76561198352798306,1419.190000,1289.727295,-129.462705
132,/76561199012257422,3358.620000,3228.666016,-129.953984
268,/76561198217215869,1251.160000,1121.061035,-130.098965
281,/76561198183467477,1195.630000,1065.343384,-130.286616
283,/76561198249925010,1191.460000,1059.843506,-131.616494
46,/76561198252145096,7314.110000,7179.312012,-134.797988
228,/76561198191158783,1579.660000,1444.329102,-135.330898
232,/76561198275220720,1564.030000,1428.446533,-135.583467
274,/76561198145378663,1236.880000,1099.933594,-136.946406
89,/76561198379786349,4724.370000,4584.797852,-139.572148
173,/76561198129513254,2478.800000,2339.033691,-139.766309
231,/76561198318547588,1564.860000,1422.077393,-142.782607
9,/76561198177786679,11038.000000,10895.188477,-142.811523
211,/76561198099154697,1797.390000,1653.364380,-144.025620
277,/76561198146807642,1215.710000,1070.574585,-145.135415
272,/76561198070637807,1239.400000,1089.952637,-149.447363
47,/76561198425253452,7175.280000,7023.833496,-151.446504
85,/76561198314073744,4812.060000,4659.912109,-152.147891
51,/76561198140295500,7110.360000,6957.729004,-152.630996
111,/76561198185079105,3996.510000,3843.487305,-153.022695
39,/76561198263786598,7845.630000,7691.273926,-154.356074
250,/76561198359159710,1386.430000,1231.675049,-154.754951
278,/76561199048046411,1208.920000,1052.564087,-156.355913
122,/76561199186089535,3603.960000,3445.972412,-157.987588
229,/76561198157458901,1571.710000,1410.746338,-160.963662
256,/76561198235740414,1350.320000,1183.357300,-166.962700
99,/76561198320616936,4304.220000,4136.898438,-167.321563
188,/76561198283970879,2216.650000,2046.242310,-170.407690
238,/76561198207726396,1509.870000,1339.119141,-170.750859
217,/76561198247554440,1758.080000,1581.999390,-176.080610
243,/76561199071308496,1437.940000,1260.190674,-177.749326
288,/76561198106582002,1166.400000,986.459900,-179.940100
143,/76561199014258389,2941.510000,2759.108398,-182.401602
27,/76561198363401304,8845.350000,8662.679688,-182.670313
251,/76561198079970587,1381.240000,1197.862915,-183.377085
31,/76561198409886056,8306.990000,8123.022949,-183.967051
266,/76561199117458086,1275.780000,1083.311035,-192.468965
262,/76561198095558283,1304.500000,1104.829102,-199.670898
20,/76561198422240671,9328.370000,9125.171875,-203.198125
56,/76561198424378535,6648.860000,6443.369141,-205.490859
120,/76561198149601556,3644.010000,3438.023193,-205.986807
280,/76561198345689536,1207.320000,1001.272339,-206.047661
45,/76561198045368318,7364.980000,7156.656250,-208.323750
216,/76561198208612487,1775.080000,1564.934937,-210.145063
72,/76561198030846088,5334.490000,5122.521484,-211.968516
110,/76561198119748812,4000.460000,3787.069580,-213.390420
101,/76561198148749153,4260.440000,4046.257568,-214.182432
275,/76561198180188866,1230.590000,1015.714233,-214.875767
163,/76561198353138313,2626.170000,2404.034424,-222.135576
68,/76561198294639597,5407.950000,5185.131836,-222.818164
207,/76561198838949833,1898.370000,1674.760132,-223.609868
291,/76561199015712839,1153.370000,928.458130,-224.911870
36,/76561198381886582,7908.800000,7683.281250,-225.518750
125,/76561198301748125,3555.940000,3330.305908,-225.634092
10,/76561198022899256,11010.400000,10783.996094,-226.403906
254,/76561198107674354,1356.200000,1121.981689,-234.218311
164,/76561198145798353,2603.870000,2362.842041,-241.027959
41,/76561198350231923,7778.310000,7536.370605,-241.939395
17,/76561198332371212,9501.690000,9252.939453,-248.750547
127,/76561198145929535,3461.670000,3212.354980,-249.315020
70,/76561198968398999,5373.430000,5117.595215,-255.834785
12,/76561198177797857,10297.600000,10040.350586,-257.249414
84,/76561199013296629,4866.440000,4603.903320,-262.536680
57,/76561198064932310,6429.520000,6166.364746,-263.155254
26,/76561198074565511,8926.770000,8659.512695,-267.257305
227,/76561199178053309,1617.240000,1340.117676,-277.122324
147,/76561198072589410,2902.560000,2625.173340,-277.386660
32,/76561198824693693,8150.910000,7873.079590,-277.830410
102,/76561198262726104,4248.230000,3964.566162,-283.663838
126,/76561198376884708,3553.960000,3265.168457,-288.791543
18,/76561198156995597,9419.770000,9130.053711,-289.716289
108,/76561197962542851,4018.010000,3720.040771,-297.969229
236,/76561198096264007,1534.500000,1232.431519,-302.068481
66,/76561198159152141,5674.460000,5371.729004,-302.730996
3,/76561198286832326,13161.600000,12856.817383,-304.782617
118,/76561198835970202,3731.820000,3421.828613,-309.991387
129,/76561198065381752,3425.650000,3114.719971,-310.930029
174,/76561198295609582,2463.750000,2149.665527,-314.084473
86,/76561198943041545,4798.840000,4482.215820,-316.624180
121,/76561198451813602,3631.750000,3313.648682,-318.101318
168,/76561198119768919,2537.130000,2215.238770,-321.891230
257,/76561198195918018,1330.760000,1007.492920,-323.267080
161,/76561198104524028,2649.630000,2324.301758,-325.328242
106,/76561198048708505,4090.390000,3764.177734,-326.212266
54,/76561198399606931,6868.980000,6540.925781,-328.054219
42,/76561198174192501,7774.690000,7446.499512,-328.190488
5,/76561198405777688,12220.800000,11892.115234,-328.684766
146,/76561198185868001,2917.010000,2586.985596,-330.024404
145,/76561198451147081,2925.680000,2594.958496,-330.721504
34,/76561198070188677,8039.210000,7703.755859,-335.454141
259,/76561198837441548,1323.650000,985.972961,-337.677039
242,/76561198105082799,1457.570000,1114.408325,-343.161675
133,/76561198428533700,3337.410000,2987.975830,-349.434170
91,/76561198069676064,4634.080000,4280.027344,-354.052656
59,/76561198394138422,6352.000000,5995.869629,-356.130371
139,/76561199016814448,3043.490000,2685.202881,-358.287119
202,/76561198264127759,1942.260000,1578.150024,-364.109976
33,/76561198033473820,8091.300000,7726.984863,-364.315137
172,/76561197995512494,2491.230000,2125.609619,-365.620381
169,/76561198009136562,2515.580000,2137.811279,-377.768721
97,/76561198870753903,4406.630000,4025.723145,-380.906855
252,/76561198343721603,1378.770000,993.287781,-385.482219
138,/76561198151349743,3045.690000,2659.818115,-385.871885
244,/76561198307903884,1419.400000,1028.682251,-390.717749
38,/76561198424729855,7876.130000,7483.339844,-392.790156
93,/76561198356393082,4552.130000,4154.078613,-398.051387
181,/76561199119695865,2362.310000,1962.738647,-399.571353
137,/76561198123027892,3094.700000,2683.228760,-411.471240
74,/76561198274279277,5223.820000,4806.434570,-417.385430
153,/76561198356393140,2784.840000,2366.227539,-418.612461
204,/76561198145202708,1928.200000,1508.538086,-419.661914
253,/76561198428698542,1365.270000,943.672607,-421.597393
79,/76561198320240036,5048.810000,4612.957031,-435.852969
160,/76561198199243262,2679.750000,2234.632568,-445.117432
135,/76561198202956045,3254.750000,2795.303711,-459.446289
25,/76561198812984039,8984.430000,8522.165039,-462.264961
209,/76561198096362690,1852.690000,1379.848022,-472.841978
131,/76561198339790868,3417.890000,2943.326172,-474.563828
167,/76561198430519967,2574.040000,2082.843262,-491.196738
124,/76561198373377830,3561.580000,3047.515381,-514.064619
186,/76561198846983000,2282.450000,1766.819458,-515.630542
134,/76561198073688731,3299.520000,2768.907227,-530.612773
87,/76561198855031620,4786.760000,4241.593262,-545.166738
192,/76561198155027967,2199.580000,1652.573486,-547.006514
185,/76561198100247996,2297.370000,1749.647583,-547.722417
123,/76561198433406520,3597.810000,3042.949951,-554.860049
128,/76561198963096266,3427.580000,2862.776855,-564.803145
100,/76561198356314895,4300.110000,3731.930176,-568.179824
103,/76561198986699199,4208.010000,3619.253418,-588.756582
179,/76561198134327491,2395.430000,1785.638184,-609.791816
112,/76561198842404045,3982.900000,3367.460449,-615.439551
155,/76561198094051930,2769.330000,2146.266357,-623.063643
206,/76561198087157254,1899.580000,1263.212524,-636.367476
175,/76561199199809647,2451.420000,1812.217651,-639.202349
197,/76561198204971351,2088.980000,1446.015015,-642.964985
140,/76561198001873235,3032.400000,2375.402100,-656.997900
109,/76561198142688649,4016.520000,3344.877197,-671.642803
22,/76561198844500325,9223.190000,8525.600586,-697.589414
48,/76561198871057706,7161.250000,6443.906250,-717.343750
194,/76561198100833011,2164.840000,1441.603760,-723.236240
158,/76561198796804286,2700.320000,1959.836548,-740.483452
44,/76561198286034229,7528.350000,6719.309570,-809.040430
104,/76561198342651001,4204.250000,3365.911621,-838.338379
141,/76561198833739043,3000.580000,2161.532715,-839.047285
166,/76561198798697372,2575.590000,1690.788086,-884.801914
4,/76561198365120956,12525.100000,11606.279297,-918.820703
