,rank,pp,playerName,acc1,pp1,scoreRank1,acc2,pp2,scoreRank2,acc3,pp3,scoreRank3,acc4,pp4,scoreRank4,acc5,pp5,scoreRank5,acc6,pp6,scoreRank6,acc7,pp7,scoreRank7,acc8,pp8,scoreRank8,acc9,pp9,scoreRank9,acc10,pp10,scoreRank10,avgTopAcc,avgAcc,avgStars
16,1251,10091.3,✿VZN✿ Ras,0.9552936992348287,381.227,90,0.9381177755706169,377.807,230,0.9475786201913083,375.593,114,0.9585050620297758,373.721,128,0.9416878288409747,373.326,188,0.955572677796123,373.187,61,0.9566235540862182,372.595,181,0.9311569919233844,369.756,671,0.9570104120653752,369.359,45,0.9506149713552191,368.643,175,0.9492161593093824,0.889758878543744,8.806000000000001
17,1270,10067.9,hudson,0.9278108049765802,380.245,99,0.9218056284868483,374.291,168,0.925754508051252,374.225,242,0.9209137014937399,369.485,139,0.9422178783933068,367.349,187,0.938033972054159,366.272,312,0.9433574644579789,365.132,179,0.9392891387006117,363.08,107,0.9419944501453454,362.823,165,0.9489181428773164,359.41,137,0.9350095689637138,0.9322733892453567,9.599
18,1392,9842.56,최단기 퇴물,0.9258685900255079,419.44,329,0.9378701261502107,392.5,402,0.9168586578460342,374.39,487,0.9237008263719123,369.777,259,0.9256819048103068,367.614,462,0.9305663000040096,366.912,256,0.9242453150516597,363.114,360,0.9136673482147384,362.575,415,0.923146131231868,360.425,569,0.9202437221231434,356.742,832,0.9241848921829391,0.8650512472264592,10.354
19,1483,9660.81,VZN_Kory04,0.9137374376955838,382.934,400,0.9347782197732922,373.029,155,0.9278359353273308,372.568,277,0.9139162760627121,370.392,781,0.9053874605995088,369.769,402,0.9270624985881586,368.721,501,0.899078730491382,362.254,647,0.9017488865838862,360.977,310,0.9218846281461819,360.953,273,0.9017821655105753,360.307,784,0.914721223877861,0.8631705052792262,10.773
20,1499,9645.06,RYU Russell,0.928552470436279,364.114,741,0.923657943907138,361.509,560,0.9312292416146603,357.528,396,0.9292422712281327,349.216,773,0.9394940738896559,348.518,255,0.9182556488434526,346.951,1028,0.9234853358782632,346.425,347,0.9300545560962272,346.362,332,0.9275971523236383,346.324,825,0.9298092935222617,345.872,733,0.9281377987739707,0.9007048040197249,9.528
21,1513,9618.96,T.tv/izuna_1,0.9251045720868111,383.056,557,0.9239596650933874,376.548,387,0.9072272966831989,371.328,520,0.9088376021178801,370.099,570,0.9431465267630805,368.688,307,0.9087232695584193,356.662,80,0.9034266076653726,349.929,392,0.9156944447791624,349.33,369,0.9054972905480559,349.294,294,0.9377334138383732,345.308,70,0.9179350689133742,0.8606873157614673,10.409
22,1633,9412.92,Siro,0.9361183473907883,359.797,207,0.9185274316151438,355.488,603,0.9373158394884746,354.584,519,0.926253732112301,348.767,414,0.9422894745828029,346.628,259,0.9247446648641786,343.559,321,0.9393920962179594,340.815,103,0.9320357361103395,340.058,409,0.9417799069972983,339.111,187,0.9136704149348648,338.296,1119,0.9312127644314151,0.9081115641854605,9.236
23,1755,9229.66,응애밥줘,0.905455316603337,376.075,511,0.9035587649227318,370.145,620,0.9174240511550124,357.373,754,0.9134658254537621,350.124,195,0.8993621084531652,342.538,414,0.8939004723354568,341.905,637,0.8944175225520086,340.988,663,0.8987706502409731,338.645,761,0.9343541667901227,337.24,633,0.923718408639388,336.833,215,0.9084427287145956,0.8558141966927374,10.583000000000002
24,1791,9179.24,Jerry シ,0.9375430704996991,355.063,512,0.9202277903408987,346.144,366,0.9266964569347085,343.074,633,0.9464894676880395,343.007,278,0.9365053605908296,337.752,585,0.9153947526697764,336.407,385,0.8957358664267481,333.057,433,0.9327258424577443,332.78,215,0.9216640688728128,332.78,917,0.9214506899912605,332.713,573,0.9254433366472516,0.8655175087199458,9.346
25,1829,9118.6,Tomato,0.9361861679183303,343.688,128,0.9216727891228479,341.676,165,0.9285175830243063,339.28,688,0.8979507298100503,331.641,111,0.9313201106956404,331.049,714,0.9307059765758193,330.919,202,0.9112359691793306,330.489,488,0.9165265118953029,329.885,619,0.9275066423132227,328.139,468,0.8994012936218161,327.806,812,0.9201023774156667,0.8916433532614295,9.469999999999999
26,2065,8783.35,KIMRIO[kr/jp],0.9288644389351212,348.838,87,0.9252647331614915,337.421,44,0.9330990799919751,337.224,139,0.9295842048796301,336.136,137,0.9227952131860019,335.726,137,0.9001608865773932,335.724,251,0.9159168102977492,331.531,123,0.9024992194334353,328.705,529,0.9328714704019831,323.593,161,0.9485230241362463,322.237,125,0.9239579081001027,0.8943635424604913,9.280999999999999
27,2070,8777.14,shabbang,0.9139751932219595,348.987,552,0.9230751056483615,327.327,606,0.9240069947539346,321.558,423,0.9254791309880371,320.695,532,0.9065958444386405,320.425,376,0.9198413033623076,317.269,642,0.9128825261017811,317.196,996,0.899118042848983,316.329,917,0.9171333853487017,316.097,467,0.9221274257783699,313.394,162,0.9164234952491077,0.9013168391175773,9.335999999999999
28,2079,8759.4,게으른동이,0.9176253023604457,330.487,651,0.9445891252226487,328.01,302,0.9223861617578307,327.784,575,0.9232478494809224,327.301,632,0.9055042336916691,325.451,332,0.907557121453813,323.327,806,0.9295822964762764,322.003,482,0.9109745951014767,321.833,1064,0.9163125951098041,320.536,659,0.9045010369761403,317.998,768,0.9182280317631027,0.8492631649528094,9.315
29,2127,8698.3,✿VZN✿ Neo,0.932827201568027,346.26,746,0.9314170491007744,339.142,561,0.9441883897448056,329.227,272,0.922851586551084,325.466,881,0.9481081030436188,323.368,295,0.9311115643910272,322.367,305,0.9284453159630657,321.776,776,0.9347221260347844,321.494,790,0.9148980484007976,321.463,666,0.909004783070085,321.092,576,0.9297574167868069,0.8675987928435015,8.790000000000003
30,2218,8595.13,Dack,0.9305982183638403,325.087,343,0.8976566125942658,320.53,610,0.9332840013378837,320.224,284,0.933951671422414,318.853,95,0.90751536406693,317.49,789,0.9128276948662961,317.436,215,0.9263051397152509,316.94,422,0.9449302372692512,314.412,134,0.9119239198558121,312.801,419,0.9146207529778534,312.432,211,0.9213613612469798,0.9261184181196266,8.962
31,2267,8534.42,KAFFU,0.9000244968859261,323.792,386,0.9114944066428324,323.452,203,0.9104274833969572,321.503,158,0.9206882861269967,318.849,626,0.9329925199277636,316.998,102,0.8995562672064471,315.459,212,0.9094926291800713,315.252,563,0.9488844034695325,311.229,176,0.908717534969659,310.376,245,0.9004216163439206,309.599,217,0.9142699644150107,0.8870930181166878,9.303
32,2383,8394.16,CIH.,0.9271477328471877,365.234,595,0.9230797906144804,361.359,133,0.9101069869300191,358.786,399,0.9283575050112015,358.171,432,0.9018377239025183,348.93,233,0.9202655714077569,346.926,956,0.9247851269530181,342.555,377,0.9046801992730044,341.867,659,0.9313770217448618,336.052,152,0.89139132636771,334.701,954,0.9163028985051758,0.8922422805454646,10.137
33,2411,8340.96,soyin,0.9432895887281991,364.572,387,0.9344362887518072,347.748,184,0.8969375822894053,329.299,599,0.9271471438426606,322.696,336,0.9192550189063348,319.768,993,0.9269669812442056,318.699,646,0.9446571451116547,311.027,154,0.8944225611539443,310.611,244,0.9460001386526166,307.451,181,0.9064570267644201,305.493,1164,0.9239569475445247,0.8471198914250145,8.99
34,2495,8240.19,✿VZN✿  🐾🐾,0.9539490545735713,353.28,122,0.9254831826624936,315.617,541,0.9134773479173822,311.467,1014,0.9127488809648518,309.186,545,0.9316933347579239,304.393,581,0.9309562835536027,302.937,192,0.9041987787935757,301.394,331,0.9242070592255449,300.664,537,0.9314041784302654,300.392,233,0.9237577873876551,298.078,934,0.9251875888266866,0.8935875381186849,8.52
35,2637,8086.4,meeeeee,0.9137483939533334,310.24,171,0.9208043542698565,309.176,678,0.912906182526625,308.783,767,0.9193675889328063,308.748,1041,0.925575385094685,306.338,876,0.9150463061783399,295.731,1081,0.9196809879084127,295.229,695,0.9050128024660933,293.814,717,0.9046093776886472,292.875,692,0.908433359235704,291.443,824,0.9145184738254504,0.8345149812410909,8.824000000000002
36,3269,7442.23,kmijkoishi,0.920583459095317,304.887,250,0.9461050239579792,289.964,377,0.9176259690948293,281.54,642,0.9172903771099014,275.7,897,0.9406635028350486,271.524,680,0.9462074603845269,270.803,680,0.9384209707015864,270.626,347,0.9103707484571482,269.722,844,0.8832900079854563,267.897,1536,0.9161964934132217,267.287,545,0.9236754013035016,0.8434549373784251,7.718999999999999
37,3441,7283.87,Karuru392,0.9118873822088637,281.799,1388,0.8693977268277107,280.899,586,0.8952688994354349,274.371,447,0.9237592003426729,274.349,997,0.8938046825165573,269.226,719,0.8913416067180648,268.083,694,0.9325989140216413,265.866,840,0.910874737643075,265.145,1606,0.9283376966299729,263.614,1229,0.8847505769572164,263.47,381,0.904202142330121,0.872447319167582,8.004
38,3486,7241.09,Pring,0.9385251149525639,280.604,417,0.8647851090044253,278.9,640,0.9306088726929376,271.609,223,0.9316305595903454,271.445,332,0.9167986654154937,270.937,828,0.9296453057084313,268.555,502,0.9035229683488133,268.371,1125,0.9264881132795367,267.774,880,0.9147413801084411,266.856,581,0.9438368019781579,265.239,168,0.9200582891079145,0.8950371828009505,7.302000000000001
39,3673,7087.87,Pokemonkor,0.9350276258608948,289.033,572,0.9111394000609372,278.937,384,0.9360581671464896,273.038,208,0.907827338016991,269.483,880,0.9218578783209951,267.027,725,0.9077699412549604,266.115,744,0.9146446785306781,258.858,981,0.9129702619922146,258.584,398,0.9193342698415451,258.236,910,0.9381119189897266,256.038,217,0.9204741480015433,0.886972722301464,7.583000000000001
40,3793,7000.06,LeLano,0.9093516672980178,279.545,1101,0.9215239455195426,278.919,438,0.9197837564355416,272.794,534,0.9164590321774311,269.398,546,0.9082020557357225,265.055,885,0.9045892140042906,264.692,1014,0.9222669454203408,263.754,1152,0.9188731611300671,260.388,476,0.9164315036039701,257.631,1061,0.9035925651463318,253.34,1440,0.9141073846471255,0.8718521004423242,7.828
41,3812,6978.61,여우님,0.9210122932929986,278.426,1080,0.9145558058115927,276.48,643,0.8983482385585991,274.372,1157,0.9085899254582231,271.856,660,0.8771346005682384,268.929,879,0.9005919616459549,262.669,1864,0.9023487131845757,260.645,589,0.8816410951581544,260.404,846,0.9247824735160661,258.269,1327,0.8888177061040772,256.84,914,0.9017822813298482,0.8511565597482104,8.388
42,3844,6954.61,Ripeul,0.8883881586422498,282.407,791,0.9278596451814461,276.887,731,0.9047769274471142,274.992,536,0.92385197288065,264.425,727,0.9261338487091502,262.852,371,0.8917878691648142,260.937,890,0.9099658603692072,258.789,862,0.9246606094335257,255.917,247,0.937443113243649,255.026,228,0.9261578143761395,253.409,880,0.9161025819447947,0.862494824963588,7.704000000000001
43,3846,6953.57,timmie,0.9458237520783953,311.618,310,0.9387146818163593,286.026,713,0.9502427308261194,273.982,276,0.9293010764801038,265.062,1212,0.9282257759472125,260.494,288,0.9277801547139563,260.199,686,0.9446031989894335,259.578,281,0.9347993360526011,256.778,591,0.9266419192564241,256.311,294,0.9212665497022408,253.691,530,0.9347399175862845,0.9075197416891535,6.986
44,3961,6865.1,KuGung,0.8945885534661009,270.33,407,0.9281915877937705,266.714,493,0.9104045448297979,265.772,1283,0.9051023719324583,265.723,933,0.9053094262893168,258.864,2098,0.9006394926648935,255.763,359,0.9247676557379219,254.629,1226,0.9212889468072504,254.079,227,0.9365117305937417,253.615,242,0.9115116785816945,251.002,1008,0.9138315988696947,0.8404814150769887,7.646000000000001
45,4198,6706.32,DOLEN,0.9366796911204445,279.554,725,0.9318876279970757,265.841,907,0.8968939550729944,258.033,1087,0.9258671635056258,257.351,433,0.9239247888388434,255.179,511,0.9466852306909038,253.436,547,0.9162918212963227,248.818,833,0.9354631900005981,247.017,774,0.9121721971726261,245.202,416,0.9375126694435907,244.208,343,0.9263378335139025,0.8834212546156919,7.002000000000001
46,4250,6671.32,KTurret,0.9099280180714331,268.058,1172,0.9295323942544635,263.551,666,0.9266467116500093,259.609,208,0.894523371669414,258.262,1228,0.9143058384919683,257.008,1051,0.90203712820385,253.424,356,0.9276969381311676,250.511,322,0.917923875432526,247.574,817,0.9152436295735878,247.041,902,0.9085455753007959,247.026,1023,0.9146383480779214,0.8534871093474213,7.476000000000001
47,4299,6635.8,Noname,0.9018488165988948,250.071,1161,0.8933267615156887,249.632,1162,0.9124828301516553,247.992,991,0.9198653792714072,247.382,1374,0.9040787363842453,247.207,861,0.898197457423518,246.306,1522,0.9021757434501946,244.208,551,0.9074708422105743,243.045,1423,0.8851432194219742,243.009,1569,0.8930506586638927,242.567,1874,0.9017640445092046,0.845088047085193,7.725999999999997
48,4322,6614.9,newAnewQ,0.9295804699969578,266.226,411,0.91318368548715,261.84,1568,0.9219425656058403,261.469,768,0.898115447395756,258.091,369,0.9214340198321892,256.426,580,0.9145757665638798,255.345,579,0.9190556834895293,252.949,476,0.945310900590065,251.713,1143,0.9539659134685636,250.444,471,0.8936533215501079,243.335,1859,0.9210817773980038,0.8477754772519727,7.226000000000001
49,4375,6584.8,SUI Sensei,0.8712916849231165,302.188,773,0.8824544606900827,296.575,1079,0.9059279568875863,248.941,389,0.917784783307179,244.954,1515,0.9055455317714952,244.547,1245,0.9284118157823614,244.149,444,0.8964654363465749,243.194,1259,0.9105468807164913,240.345,1969,0.9315879363667264,238.628,1497,0.9161363253326537,237.242,1573,0.9066152812124267,0.8454296878582929,7.857000000000001
50,4400,6566.11,Scallop,0.9343658469576394,269.888,803,0.9281606251737813,265.622,1187,0.9355629234539427,250.635,1046,0.93077718413219,250.171,186,0.9185995444842765,247.438,590,0.8878198658007833,245.091,478,0.9238511732290121,243.198,1002,0.9298956607088243,242.117,411,0.9173273873868567,241.223,516,0.9156951042151624,240.788,474,0.922205531554247,0.8760263473186947,7.002
51,4415,6555.99,TheBlueBox,0.9335897069430272,281.956,872,0.923470827829703,278.552,406,0.904914311259504,264.168,541,0.9034201887501856,263.081,1033,0.9134553134455659,262.577,1564,0.9249158507076651,258.469,1321,0.9033442909062062,252.689,742,0.930181539285275,247.384,1410,0.9218269431303031,246.36,1590,0.8883469219716172,244.897,337,0.9147465894229054,0.8668593657941837,7.603
52,4451,6524.83,Peferoni,0.9233867758388034,284.514,693,0.9319829057307112,266.751,622,0.8783880429105227,255.672,870,0.9125946487433333,252.537,604,0.9306588399464096,251.11,1473,0.8805075972042632,249.077,1105,0.8732452769608596,245.726,1130,0.8755601683739906,244.64,895,0.9307732611245833,243.049,678,0.8621199250779253,241.959,1118,0.8999217441911401,0.8515575477296844,8.075
53,4512,6477.14,chuin99,0.9582717242383527,513.763,14,0.9649841418839158,503.12,6,0.9492271099076393,497.573,36,0.9523850581042257,485.08,54,0.9732563548307659,481.62,17,0.951692842409576,479.231,40,0.9504472341129007,472.092,39,0.9622672374925687,471.27,18,0.944838904007146,469.336,124,0.973242420416123,465.202,40,0.9580613027403212,0.940516085095156,10.414
54,4616,6408.54,호구,0.8858344353208789,274.42,1101,0.8936379423313952,255.542,961,0.9024191354822427,247.305,1882,0.8862291034068538,244.455,1558,0.8586421075176698,244.345,1308,0.8605521948992478,240.869,1130,0.9094454580891578,239.866,659,0.8805280024900983,239.426,1424,0.8741492049896945,239.2,1629,0.9104224658209139,238.452,1806,0.8861860050348153,0.8029868604114828,8.438999999999998
55,4629,6402.34,Ruwah,0.9340166052777402,269.317,814,0.9139371757800566,265.665,598,0.901359124078494,252.517,358,0.8962617297882279,250.996,812,0.9154107017500969,250.356,588,0.9173598839708318,248.546,929,0.8923226636082439,248.318,1170,0.8897252568592348,240.427,816,0.9140394599291609,239.609,1532,0.9176622309584354,239.582,698,0.9092094832000521,0.8608808277179821,7.552000000000001
56,4698,6359.04,뭬밀소바,0.9199929566097815,260.562,946,0.9022927670407258,252.575,1221,0.9092273316303948,247.885,804,0.9221410628019324,246.106,431,0.8995216312277042,240.412,1411,0.9227375613782802,239.825,1958,0.9193512279700634,237.936,1743,0.9047167662175302,232.812,701,0.908548769137801,232.499,1660,0.9213612620569844,232.208,1339,0.9129891336071199,0.8449399884036103,7.161
57,4750,6321.93,"西前れいじ [KR, JP]",0.9395008877035762,266.826,564,0.9201195268846345,257.944,1212,0.9294102111781894,256.311,1697,0.9085105737431354,253.916,932,0.9325394273556182,252.14,302,0.8792858176904889,244.822,1152,0.9202316649894231,243.327,1029,0.9184169095371006,240.22,1500,0.9149946094085543,239.173,811,0.9065356253134754,238.937,911,0.9169545253804194,0.8451124295100345,7.209999999999999
58,5319,5948.93,Simon,0.9536800411595142,254.122,209,0.9428231865193339,251.071,230,0.9152964098863431,248.141,216,0.9127777883210294,245.023,803,0.9188019323671498,241.421,486,0.9665905663715323,234.866,60,0.9469057954306223,233.783,317,0.9451766671251212,231.875,251,0.9498381859240985,231.822,190,0.9444479099522453,229.202,253,0.939633848305699,0.9234336211208022,6.046000000000001
59,5348,5931.36,OoooOoooO!,0.9029107220435022,241.851,399,0.8876244084053764,241.28,712,0.8976693848408552,234.405,1177,0.9233133282665479,225.935,590,0.9161025580642312,225.149,425,0.8879782078041533,225.119,838,0.8804301589978187,224.783,1684,0.8959224253787366,222.097,1459,0.9092173334201596,219.705,2018,0.8935088281392066,218.102,1258,0.8994677355360586,0.834858380282156,7.248
60,5404,5888.28,VIDDO,0.9207868717738,262.861,425,0.9414594706394821,259.712,746,0.8875770786693374,242.106,1049,0.9361917328319027,241.905,136,0.9374072158797088,240.546,690,0.9072118852412585,238.786,348,0.94550918297331,232.351,751,0.9144760069874953,232.345,560,0.9085705251270468,231.534,396,0.9116731935366089,229.063,1833,0.9210863163659951,0.9028742107851503,6.813
61,5480,5850.03,ice cookie,0.8576191638123986,268.898,760,0.850058740006873,231.488,897,0.8644636152589493,231.475,1126,0.9248486323668117,225.077,699,0.890705775930096,224.23,356,0.8934971571583341,221.449,632,0.8918710319930288,219.119,343,0.8729431959345003,218.047,1245,0.8986939734765822,217.752,1544,0.8883933994600337,214.041,1297,0.8833094685397608,0.8340068858217997,7.513000000000001
62,5502,5837.38,Pokari,0.9166206830939017,258.244,545,0.9031581038957813,254.69,1313,0.9358857459868135,251.121,336,0.9469302025545091,248.855,528,0.9128516397259978,246.139,1257,0.8966005350630192,244.916,839,0.9170823789073986,244.361,1005,0.893937466609001,244.309,1654,0.9118310114035496,241.369,1277,0.9154387821656678,239.075,1039,0.9150336549405639,0.8822093417827113,7.228999999999999
63,5624,5765.17,Overcow,0.9332751295035213,271.91,590,0.9058851020458896,239.765,659,0.9293419129464421,238.388,664,0.9435805470317087,231.613,986,0.8971838887018961,224.222,2462,0.9047365218334741,223.444,1266,0.9198734384376194,222.794,2079,0.9107971745711403,217.236,2371,0.8753051254910553,215.817,1151,0.9144166824694135,213.509,1131,0.9134395523032159,0.8048459743751358,6.766000000000001
64,5653,5742.19,johnny,0.9114642032332564,226.445,655,0.9332229025241696,224.682,346,0.9197636681368062,221.96,286,0.9258757947812049,221.326,742,0.9222101919652708,218.058,499,0.9029019356064453,215.218,3078,0.9206628271193291,214.652,960,0.8614481021568648,214.128,1054,0.8989838245945175,213.36,2343,0.9005174876274621,211.256,393,0.9097050937745328,0.857308162519856,6.578
65,5682,5721.68,장로버섯,0.9092205995665241,236.61,1747,0.8698523405087328,235.184,1536,0.8974993303415808,233.265,1278,0.8905087235066218,231.512,1166,0.8976520858111977,229.391,1222,0.9014915047987364,227.95,827,0.9039790746809815,227.08,1757,0.9049912768734116,222.443,752,0.9032264429381225,221.368,1916,0.9145009996633994,220.775,999,0.8992922378689308,0.8455252367229151,7.284999999999999
66,5733,5696.4,peperoro,0.9270439967985932,250.308,1160,0.9064976185970645,246.407,354,0.9274351147908819,238.749,1457,0.9311635701102271,230.872,1665,0.9102077106206752,227.169,1441,0.9100793228348502,227.003,1306,0.9151703806007808,226.391,798,0.9157405102454498,223.326,620,0.9226804283318282,215.091,1171,0.9321421308273308,213.383,939,0.9198160783757681,0.9219373071112906,6.544000000000001
67,5885,5610.65,Rain,0.890883477482561,240.107,2724,0.9349457357958493,233.955,1672,0.8971691629067782,232.247,1046,0.877320376096422,227.84,795,0.9186773181658092,223.801,1805,0.8718332185381575,219.219,2919,0.873158788870779,216.655,2858,0.9024448212711117,216.621,3076,0.9202959160878397,216.296,1931,0.8894178197088177,214.026,1966,0.8976146634924127,0.800285394455774,7.215999999999999
68,5946,5580.12,jaeukch,0.9279415268501511,249.02,899,0.9084842134517089,230.442,1440,0.8802555603881398,230.247,997,0.914743221044785,220.047,1436,0.9210835017429748,217.314,1894,0.8719025480103947,215.771,862,0.8654433508742664,214.186,994,0.8710457292735774,212.364,1194,0.8940928843992296,208.965,2292,0.8854738743940657,206.288,2697,0.8940466410429293,0.840044055238955,7.226999999999999
69,6011,5544.99,FlaRang,0.9353155838500555,237.942,342,0.9425921761210996,236.623,113,0.9279322924954765,227.274,709,0.9169439896083937,220.658,384,0.9240603405261683,220.082,934,0.9181360004929042,215.485,368,0.9160474627796741,209.249,1089,0.8985423230413778,205.043,349,0.9057378058358772,204.752,590,0.9011237999357136,203.993,1408,0.9186431774686741,0.8698037327242075,6.223999999999999
70,6021,5538.35,jek 8ㅅ8,0.9084620592036433,237.678,733,0.8794245929104,235.96,1675,0.867472987303316,235.301,1081,0.8554725793502849,226.814,1707,0.9317029269589762,225.991,491,0.9147835747450536,225.223,475,0.9238664724922424,219.113,2573,0.8906215619252379,218.113,678,0.8353628161104791,217.145,1163,0.9117887342951282,215.433,2216,0.891895830529476,0.8188450330058212,7.555
